"arrangeVar","groupSize","totalSus","nDesc","nGroups","opt","totalTest","i","p0","pI","threshold","n"
"fam",29,1115,1087,39,"num",67,1,0.000896860986547085,0.001,0.724192538484931,1115
"nei",31,1115,1084,36,"num",67,1,0.000896860986547085,0.001,0.724192538484931,1115
"infP",31,1115,1085,36,"num",66,1,0.000896860986547085,0.001,0.724192538484931,1115
"sus",32,1115,1084,35,"num",66,1,0.000896860986547085,0.001,0.724192538484931,1115
"buil",33,1115,1083,34,"num",66,1,0.000896860986547085,0.001,0.724192538484931,1115
"fam",9,1115,989,124,"num",250,2,0.0143497757847534,0.001,0.724192538484931,1115
"buil",10,1115,995,112,"num",232,2,0.0143497757847534,0.001,0.724192538484931,1115
"nei",11,1115,973,102,"num",244,2,0.0143497757847534,0.001,0.724192538484931,1115
"sus",12,1115,959,93,"num",249,2,0.0143497757847534,0.001,0.724192538484931,1115
"infP",31,1115,1085,36,"num",66,2,0.0143497757847534,0.001,0.724192538484931,1115
"sus",3,1115,656,372,"num",831,3,0.165919282511211,0.001,0.724192538484931,1115
"fam",4,1115,655,279,"num",739,3,0.165919282511211,0.001,0.724192538484931,1115
"nei",4,1115,655,279,"num",739,3,0.165919282511211,0.001,0.724192538484931,1115
"buil",5,1115,645,223,"num",693,3,0.165919282511211,0.001,0.724192538484931,1115
"infP",31,1115,899,36,"num",252,3,0.165919282511211,0.001,0.724192538484931,1115
"sus",1,1115,463,1115,"num",1115,4,0.5847533632287,0.001,0.724192538484931,1115
"fam",1,1115,463,1115,"num",1115,4,0.5847533632287,0.001,0.724192538484931,1115
"buil",1,1115,463,1115,"num",1115,4,0.5847533632287,0.001,0.724192538484931,1115
"nei",1,1115,463,1115,"num",1115,4,0.5847533632287,0.001,0.724192538484931,1115
"infP",13,1115,403,86,"num",798,4,0.5847533632287,0.001,0.724192538484931,1115
"sus",1,1115,36,1115,"num",1115,5,0.967713004484305,0.001,0.724192538484931,1115
"fam",1,1115,36,1115,"num",1115,5,0.967713004484305,0.001,0.724192538484931,1115
"buil",1,1115,36,1115,"num",1115,5,0.967713004484305,0.001,0.724192538484931,1115
"nei",1,1115,36,1115,"num",1115,5,0.967713004484305,0.001,0.724192538484931,1115
"infP",36,1115,36,31,"num",1110,5,0.967713004484305,0.001,0.724192538484931,1115
"fam",23,720,698,32,"num",54,1,0.00138888888888889,0.001,0.711789564264472,720
"buil",24,720,696,30,"num",54,1,0.00138888888888889,0.001,0.711789564264472,720
"infP",25,720,696,29,"num",53,1,0.00138888888888889,0.001,0.711789564264472,720
"sus",26,720,695,28,"num",53,1,0.00138888888888889,0.001,0.711789564264472,720
"nei",26,720,695,28,"num",53,1,0.00138888888888889,0.001,0.711789564264472,720
"buil",9,720,648,80,"num",152,2,0.0125,0.001,0.711789564264472,720
"nei",9,720,648,80,"num",152,2,0.0125,0.001,0.711789564264472,720
"fam",12,720,636,60,"num",144,2,0.0125,0.001,0.711789564264472,720
"sus",14,720,623,52,"num",149,2,0.0125,0.001,0.711789564264472,720
"infP",17,720,688,43,"num",75,2,0.0125,0.001,0.711789564264472,720
"sus",4,720,456,180,"num",444,3,0.109722222222222,0.001,0.711789564264472,720
"fam",5,720,485,144,"num",379,3,0.109722222222222,0.001,0.711789564264472,720
"buil",6,720,474,120,"num",366,3,0.109722222222222,0.001,0.711789564264472,720
"nei",6,720,432,120,"num",408,3,0.109722222222222,0.001,0.711789564264472,720
"infP",19,720,570,38,"num",188,3,0.109722222222222,0.001,0.711789564264472,720
"sus",1,720,381,720,"num",720,4,0.470833333333333,0.001,0.711789564264472,720
"fam",4,720,200,180,"num",700,4,0.470833333333333,0.001,0.711789564264472,720
"buil",8,720,200,90,"num",610,4,0.470833333333333,0.001,0.711789564264472,720
"nei",11,720,140,66,"num",646,4,0.470833333333333,0.001,0.711789564264472,720
"infP",12,720,336,60,"num",444,4,0.470833333333333,0.001,0.711789564264472,720
"sus",1,720,110,720,"num",720,5,0.847222222222222,0.001,0.711789564264472,720
"fam",1,720,110,720,"num",720,5,0.847222222222222,0.001,0.711789564264472,720
"buil",1,720,110,720,"num",720,5,0.847222222222222,0.001,0.711789564264472,720
"nei",1,720,110,720,"num",720,5,0.847222222222222,0.001,0.711789564264472,720
"infP",43,720,86,17,"num",651,5,0.847222222222222,0.001,0.711789564264472,720
"sus",1,720,27,720,"num",720,6,0.9625,0.001,0.711789564264472,720
"fam",1,720,27,720,"num",720,6,0.9625,0.001,0.711789564264472,720
"buil",1,720,27,720,"num",720,6,0.9625,0.001,0.711789564264472,720
"nei",1,720,27,720,"num",720,6,0.9625,0.001,0.711789564264472,720
"infP",1,720,27,720,"num",720,6,0.9625,0.001,0.711789564264472,720
"sus",1,720,24,720,"num",720,7,0.966666666666667,0.001,0.711789564264472,720
"fam",1,720,24,720,"num",720,7,0.966666666666667,0.001,0.711789564264472,720
"buil",1,720,24,720,"num",720,7,0.966666666666667,0.001,0.711789564264472,720
"nei",1,720,24,720,"num",720,7,0.966666666666667,0.001,0.711789564264472,720
"infP",1,720,24,720,"num",720,7,0.966666666666667,0.001,0.711789564264472,720
"sus",1,720,9,720,"num",720,8,0.9875,0.001,0.711789564264472,720
"fam",1,720,9,720,"num",720,8,0.9875,0.001,0.711789564264472,720
"buil",1,720,9,720,"num",720,8,0.9875,0.001,0.711789564264472,720
"nei",1,720,9,720,"num",720,8,0.9875,0.001,0.711789564264472,720
"infP",1,720,9,720,"num",720,8,0.9875,0.001,0.711789564264472,720
"buil",20,575,556,29,"num",48,1,0.00173913043478261,0.001,0.740682734211441,575
"fam",21,575,555,28,"num",48,1,0.00173913043478261,0.001,0.740682734211441,575
"nei",22,575,554,27,"num",48,1,0.00173913043478261,0.001,0.740682734211441,575
"sus",23,575,552,25,"num",48,1,0.00173913043478261,0.001,0.740682734211441,575
"infP",24,575,552,24,"num",47,1,0.00173913043478261,0.001,0.740682734211441,575
"sus",10,575,516,58,"num",117,2,0.0104347826086957,0.001,0.740682734211441,575
"nei",13,575,537,45,"num",83,2,0.0104347826086957,0.001,0.740682734211441,575
"buil",16,575,527,36,"num",84,2,0.0104347826086957,0.001,0.740682734211441,575
"fam",22,575,533,27,"num",69,2,0.0104347826086957,0.001,0.740682734211441,575
"infP",48,575,528,12,"num",59,2,0.0104347826086957,0.001,0.740682734211441,575
"sus",6,575,413,96,"num",258,3,0.0591304347826087,0.001,0.740682734211441,575
"fam",6,575,443,96,"num",228,3,0.0591304347826087,0.001,0.740682734211441,575
"nei",6,575,443,96,"num",228,3,0.0591304347826087,0.001,0.740682734211441,575
"buil",8,575,439,72,"num",208,3,0.0591304347826087,0.001,0.740682734211441,575
"infP",34,575,509,17,"num",83,3,0.0591304347826087,0.001,0.740682734211441,575
"sus",3,575,248,192,"num",519,4,0.257391304347826,0.001,0.740682734211441,575
"fam",4,575,315,144,"num",404,4,0.257391304347826,0.001,0.740682734211441,575
"buil",5,575,295,115,"num",395,4,0.257391304347826,0.001,0.740682734211441,575
"nei",7,575,264,83,"num",394,4,0.257391304347826,0.001,0.740682734211441,575
"infP",16,575,384,36,"num",227,4,0.257391304347826,0.001,0.740682734211441,575
"sus",1,575,220,575,"num",575,5,0.617391304347826,0.001,0.740682734211441,575
"fam",1,575,220,575,"num",575,5,0.617391304347826,0.001,0.740682734211441,575
"buil",1,575,220,575,"num",575,5,0.617391304347826,0.001,0.740682734211441,575
"nei",1,575,220,575,"num",575,5,0.617391304347826,0.001,0.740682734211441,575
"infP",21,575,189,28,"num",414,5,0.617391304347826,0.001,0.740682734211441,575
"sus",1,575,27,575,"num",575,6,0.95304347826087,0.001,0.740682734211441,575
"fam",1,575,27,575,"num",575,6,0.95304347826087,0.001,0.740682734211441,575
"buil",1,575,27,575,"num",575,6,0.95304347826087,0.001,0.740682734211441,575
"nei",1,575,27,575,"num",575,6,0.95304347826087,0.001,0.740682734211441,575
"infP",27,575,27,22,"num",570,6,0.95304347826087,0.001,0.740682734211441,575
"sus",1,575,23,575,"num",575,7,0.96,0.001,0.740682734211441,575
"fam",1,575,23,575,"num",575,7,0.96,0.001,0.740682734211441,575
"buil",1,575,23,575,"num",575,7,0.96,0.001,0.740682734211441,575
"nei",1,575,23,575,"num",575,7,0.96,0.001,0.740682734211441,575
"infP",1,575,23,575,"num",575,7,0.96,0.001,0.740682734211441,575
"sus",1,575,21,575,"num",575,8,0.963478260869565,0.001,0.740682734211441,575
"fam",1,575,21,575,"num",575,8,0.963478260869565,0.001,0.740682734211441,575
"buil",1,575,21,575,"num",575,8,0.963478260869565,0.001,0.740682734211441,575
"nei",1,575,21,575,"num",575,8,0.963478260869565,0.001,0.740682734211441,575
"infP",1,575,21,575,"num",575,8,0.963478260869565,0.001,0.740682734211441,575
"sus",1,575,14,575,"num",575,9,0.975652173913043,0.001,0.740682734211441,575
"fam",1,575,14,575,"num",575,9,0.975652173913043,0.001,0.740682734211441,575
"buil",1,575,14,575,"num",575,9,0.975652173913043,0.001,0.740682734211441,575
"nei",1,575,14,575,"num",575,9,0.975652173913043,0.001,0.740682734211441,575
"infP",1,575,14,575,"num",575,9,0.975652173913043,0.001,0.740682734211441,575
"sus",31,2347,2286,76,"num",137,1,0.000852151682999574,0.001,0.7140407160623,2347
"buil",31,2347,2285,76,"num",138,1,0.000852151682999574,0.001,0.7140407160623,2347
"nei",32,2347,2284,74,"num",137,1,0.000852151682999574,0.001,0.7140407160623,2347
"infP",32,2347,2285,74,"num",136,1,0.000852151682999574,0.001,0.7140407160623,2347
"fam",34,2347,2281,70,"num",136,1,0.000852151682999574,0.001,0.7140407160623,2347
"fam",8,2347,2036,294,"num",605,2,0.0183212611844908,0.001,0.7140407160623,2347
"buil",8,2347,2044,294,"num",597,2,0.0183212611844908,0.001,0.7140407160623,2347
"sus",9,2347,1997,261,"num",611,2,0.0183212611844908,0.001,0.7140407160623,2347
"nei",10,2347,1998,235,"num",584,2,0.0183212611844908,0.001,0.7140407160623,2347
"infP",42,2347,2222,56,"num",181,2,0.0183212611844908,0.001,0.7140407160623,2347
"sus",3,2347,1263,783,"num",1867,3,0.181934384320409,0.001,0.7140407160623,2347
"fam",4,2347,1339,587,"num",1595,3,0.181934384320409,0.001,0.7140407160623,2347
"buil",4,2347,1324,587,"num",1610,3,0.181934384320409,0.001,0.7140407160623,2347
"nei",4,2347,1264,587,"num",1670,3,0.181934384320409,0.001,0.7140407160623,2347
"infP",18,2347,1746,131,"num",732,3,0.181934384320409,0.001,0.7140407160623,2347
"sus",1,2347,678,2347,"num",2347,4,0.711120579463144,0.001,0.7140407160623,2347
"fam",1,2347,678,2347,"num",2347,4,0.711120579463144,0.001,0.7140407160623,2347
"buil",1,2347,678,2347,"num",2347,4,0.711120579463144,0.001,0.7140407160623,2347
"nei",1,2347,678,2347,"num",2347,4,0.711120579463144,0.001,0.7140407160623,2347
"infP",61,2347,487,39,"num",1899,4,0.711120579463144,0.001,0.7140407160623,2347
"sus",1,2347,154,2347,"num",2347,5,0.934384320409033,0.001,0.7140407160623,2347
"fam",1,2347,154,2347,"num",2347,5,0.934384320409033,0.001,0.7140407160623,2347
"buil",1,2347,154,2347,"num",2347,5,0.934384320409033,0.001,0.7140407160623,2347
"nei",1,2347,154,2347,"num",2347,5,0.934384320409033,0.001,0.7140407160623,2347
"infP",62,2347,124,38,"num",2261,5,0.934384320409033,0.001,0.7140407160623,2347
"sus",1,2347,34,2347,"num",2347,6,0.985513421389007,0.001,0.7140407160623,2347
"fam",1,2347,34,2347,"num",2347,6,0.985513421389007,0.001,0.7140407160623,2347
"buil",1,2347,34,2347,"num",2347,6,0.985513421389007,0.001,0.7140407160623,2347
"nei",1,2347,34,2347,"num",2347,6,0.985513421389007,0.001,0.7140407160623,2347
"infP",1,2347,34,2347,"num",2347,6,0.985513421389007,0.001,0.7140407160623,2347
"buil",30,2103,2044,71,"num",130,1,0.000951022349025202,0.001,0.739886183710769,2103
"sus",31,2103,2042,68,"num",129,1,0.000951022349025202,0.001,0.739886183710769,2103
"fam",31,2103,2041,68,"num",130,1,0.000951022349025202,0.001,0.739886183710769,2103
"nei",31,2103,2041,68,"num",130,1,0.000951022349025202,0.001,0.739886183710769,2103
"infP",31,2103,2043,68,"num",128,1,0.000951022349025202,0.001,0.739886183710769,2103
"sus",6,2103,1749,351,"num",705,2,0.0299572039942939,0.001,0.739886183710769,2103
"fam",7,2103,1726,301,"num",678,2,0.0299572039942939,0.001,0.739886183710769,2103
"nei",7,2103,1718,301,"num",686,2,0.0299572039942939,0.001,0.739886183710769,2103
"buil",8,2103,1671,263,"num",695,2,0.0299572039942939,0.001,0.739886183710769,2103
"infP",43,2103,1976,49,"num",176,2,0.0299572039942939,0.001,0.739886183710769,2103
"sus",3,2103,1020,701,"num",1784,3,0.206371849738469,0.001,0.739886183710769,2103
"fam",4,2103,1159,526,"num",1470,3,0.206371849738469,0.001,0.739886183710769,2103
"nei",4,2103,1067,526,"num",1562,3,0.206371849738469,0.001,0.739886183710769,2103
"buil",5,2103,999,421,"num",1525,3,0.206371849738469,0.001,0.739886183710769,2103
"infP",11,2103,1529,192,"num",766,3,0.206371849738469,0.001,0.739886183710769,2103
"sus",1,2103,554,2103,"num",2103,4,0.736566809320019,0.001,0.739886183710769,2103
"fam",1,2103,554,2103,"num",2103,4,0.736566809320019,0.001,0.739886183710769,2103
"buil",1,2103,554,2103,"num",2103,4,0.736566809320019,0.001,0.739886183710769,2103
"nei",1,2103,554,2103,"num",2103,4,0.736566809320019,0.001,0.739886183710769,2103
"infP",17,2103,425,124,"num",1802,4,0.736566809320019,0.001,0.739886183710769,2103
"sus",1,2103,153,2103,"num",2103,5,0.927246790299572,0.001,0.739886183710769,2103
"fam",1,2103,153,2103,"num",2103,5,0.927246790299572,0.001,0.739886183710769,2103
"buil",1,2103,153,2103,"num",2103,5,0.927246790299572,0.001,0.739886183710769,2103
"nei",1,2103,153,2103,"num",2103,5,0.927246790299572,0.001,0.739886183710769,2103
"infP",47,2103,94,45,"num",2054,5,0.927246790299572,0.001,0.739886183710769,2103
"sus",1,2103,44,2103,"num",2103,6,0.979077508321446,0.001,0.739886183710769,2103
"fam",1,2103,44,2103,"num",2103,6,0.979077508321446,0.001,0.739886183710769,2103
"buil",1,2103,44,2103,"num",2103,6,0.979077508321446,0.001,0.739886183710769,2103
"nei",1,2103,44,2103,"num",2103,6,0.979077508321446,0.001,0.739886183710769,2103
"infP",1,2103,44,2103,"num",2103,6,0.979077508321446,0.001,0.739886183710769,2103
"fam",10,1680,1520,168,"num",328,1,0.0101190476190476,0.01,0.745646545756608,1680
"nei",10,1680,1520,168,"num",328,1,0.0101190476190476,0.01,0.745646545756608,1680
"sus",11,1680,1516,153,"num",317,1,0.0101190476190476,0.01,0.745646545756608,1680
"buil",12,1680,1500,140,"num",320,1,0.0101190476190476,0.01,0.745646545756608,1680
"infP",21,1680,1470,80,"num",290,1,0.0101190476190476,0.01,0.745646545756608,1680
"sus",6,1680,1416,280,"num",544,2,0.0279761904761905,0.01,0.745646545756608,1680
"nei",6,1680,1422,280,"num",538,2,0.0279761904761905,0.01,0.745646545756608,1680
"buil",9,1680,1392,187,"num",475,2,0.0279761904761905,0.01,0.745646545756608,1680
"fam",10,1680,1370,168,"num",478,2,0.0279761904761905,0.01,0.745646545756608,1680
"infP",12,1680,1476,140,"num",344,2,0.0279761904761905,0.01,0.745646545756608,1680
"sus",4,1680,1028,420,"num",1072,3,0.119642857142857,0.01,0.745646545756608,1680
"buil",4,1680,1236,420,"num",864,3,0.119642857142857,0.01,0.745646545756608,1680
"nei",5,1680,1045,336,"num",971,3,0.119642857142857,0.01,0.745646545756608,1680
"fam",7,1680,1057,240,"num",863,3,0.119642857142857,0.01,0.745646545756608,1680
"infP",12,1680,1392,140,"num",428,3,0.119642857142857,0.01,0.745646545756608,1680
"sus",1,1680,745,1680,"num",1680,4,0.556547619047619,0.01,0.745646545756608,1680
"fam",1,1680,745,1680,"num",1680,4,0.556547619047619,0.01,0.745646545756608,1680
"buil",1,1680,745,1680,"num",1680,4,0.556547619047619,0.01,0.745646545756608,1680
"nei",42,1680,42,40,"num",1678,4,0.556547619047619,0.01,0.745646545756608,1680
"infP",44,1680,648,39,"num",1071,4,0.556547619047619,0.01,0.745646545756608,1680
"sus",1,1680,184,1680,"num",1680,5,0.89047619047619,0.01,0.745646545756608,1680
"fam",1,1680,184,1680,"num",1680,5,0.89047619047619,0.01,0.745646545756608,1680
"buil",1,1680,184,1680,"num",1680,5,0.89047619047619,0.01,0.745646545756608,1680
"nei",1,1680,184,1680,"num",1680,5,0.89047619047619,0.01,0.745646545756608,1680
"infP",38,1680,76,45,"num",1649,5,0.89047619047619,0.01,0.745646545756608,1680
"sus",1,1680,26,1680,"num",1680,6,0.98452380952381,0.01,0.745646545756608,1680
"fam",1,1680,26,1680,"num",1680,6,0.98452380952381,0.01,0.745646545756608,1680
"buil",1,1680,26,1680,"num",1680,6,0.98452380952381,0.01,0.745646545756608,1680
"nei",1,1680,26,1680,"num",1680,6,0.98452380952381,0.01,0.745646545756608,1680
"infP",1,1680,26,1680,"num",1680,6,0.98452380952381,0.01,0.745646545756608,1680
"buil",10,1552,1403,156,"num",305,1,0.0103092783505155,0.01,0.730990683683194,1552
"infP",10,1552,1426,156,"num",282,1,0.0103092783505155,0.01,0.730990683683194,1552
"nei",11,1552,1400,142,"num",294,1,0.0103092783505155,0.01,0.730990683683194,1552
"sus",13,1552,1383,120,"num",289,1,0.0103092783505155,0.01,0.730990683683194,1552
"fam",13,1552,1383,120,"num",289,1,0.0103092783505155,0.01,0.730990683683194,1552
"sus",5,1552,1173,311,"num",690,2,0.0528350515463918,0.01,0.730990683683194,1552
"buil",7,1552,1210,222,"num",564,2,0.0528350515463918,0.01,0.730990683683194,1552
"nei",7,1552,1154,222,"num",620,2,0.0528350515463918,0.01,0.730990683683194,1552
"fam",9,1552,1176,173,"num",549,2,0.0528350515463918,0.01,0.730990683683194,1552
"infP",14,1552,1358,111,"num",305,2,0.0528350515463918,0.01,0.730990683683194,1552
"sus",1,1552,1024,1552,"num",1552,3,0.34020618556701,0.01,0.730990683683194,1552
"fam",4,1552,572,388,"num",1368,3,0.34020618556701,0.01,0.730990683683194,1552
"buil",5,1552,540,311,"num",1323,3,0.34020618556701,0.01,0.730990683683194,1552
"nei",5,1552,443,311,"num",1420,3,0.34020618556701,0.01,0.730990683683194,1552
"infP",16,1552,912,97,"num",737,3,0.34020618556701,0.01,0.730990683683194,1552
"sus",1,1552,313,1552,"num",1552,4,0.798324742268041,0.01,0.730990683683194,1552
"fam",1,1552,313,1552,"num",1552,4,0.798324742268041,0.01,0.730990683683194,1552
"buil",1,1552,313,1552,"num",1552,4,0.798324742268041,0.01,0.730990683683194,1552
"nei",1,1552,313,1552,"num",1552,4,0.798324742268041,0.01,0.730990683683194,1552
"infP",27,1552,243,58,"num",1367,4,0.798324742268041,0.01,0.730990683683194,1552
"sus",1,1552,87,1552,"num",1552,5,0.943943298969072,0.01,0.730990683683194,1552
"fam",1,1552,87,1552,"num",1552,5,0.943943298969072,0.01,0.730990683683194,1552
"buil",1,1552,87,1552,"num",1552,5,0.943943298969072,0.01,0.730990683683194,1552
"nei",1,1552,87,1552,"num",1552,5,0.943943298969072,0.01,0.730990683683194,1552
"infP",63,1552,63,25,"num",1514,5,0.943943298969072,0.01,0.730990683683194,1552
"sus",1,1552,38,1552,"num",1552,6,0.975515463917526,0.01,0.730990683683194,1552
"fam",1,1552,38,1552,"num",1552,6,0.975515463917526,0.01,0.730990683683194,1552
"buil",1,1552,38,1552,"num",1552,6,0.975515463917526,0.01,0.730990683683194,1552
"nei",1,1552,38,1552,"num",1552,6,0.975515463917526,0.01,0.730990683683194,1552
"infP",1,1552,38,1552,"num",1552,6,0.975515463917526,0.01,0.730990683683194,1552
"buil",10,1301,1181,131,"num",251,1,0.00999231360491929,0.01,0.745893848128617,1301
"sus",12,1301,1158,109,"num",252,1,0.00999231360491929,0.01,0.745893848128617,1301
"fam",12,1301,1157,109,"num",253,1,0.00999231360491929,0.01,0.745893848128617,1301
"nei",14,1301,1162,93,"num",232,1,0.00999231360491929,0.01,0.745893848128617,1301
"infP",23,1301,1146,57,"num",212,1,0.00999231360491929,0.01,0.745893848128617,1301
"sus",4,1301,825,326,"num",802,2,0.110684089162183,0.01,0.745893848128617,1301
"fam",4,1301,890,326,"num",737,2,0.110684089162183,0.01,0.745893848128617,1301
"buil",4,1301,885,326,"num",742,2,0.110684089162183,0.01,0.745893848128617,1301
"nei",5,1301,803,261,"num",759,2,0.110684089162183,0.01,0.745893848128617,1301
"infP",24,1301,1070,55,"num",286,2,0.110684089162183,0.01,0.745893848128617,1301
"sus",1,1301,719,1301,"num",1301,3,0.447348193697156,0.01,0.745893848128617,1301
"fam",4,1301,443,326,"num",1184,3,0.447348193697156,0.01,0.745893848128617,1301
"buil",6,1301,390,217,"num",1128,3,0.447348193697156,0.01,0.745893848128617,1301
"nei",6,1301,336,217,"num",1182,3,0.447348193697156,0.01,0.745893848128617,1301
"infP",15,1301,555,87,"num",833,3,0.447348193697156,0.01,0.745893848128617,1301
"sus",1,1301,351,1301,"num",1301,4,0.730207532667179,0.01,0.745893848128617,1301
"fam",1,1301,351,1301,"num",1301,4,0.730207532667179,0.01,0.745893848128617,1301
"buil",1,1301,351,1301,"num",1301,4,0.730207532667179,0.01,0.745893848128617,1301
"nei",1,1301,351,1301,"num",1301,4,0.730207532667179,0.01,0.745893848128617,1301
"infP",44,1301,264,30,"num",1067,4,0.730207532667179,0.01,0.745893848128617,1301
"sus",1,1301,94,1301,"num",1301,5,0.927747886241353,0.01,0.745893848128617,1301
"fam",1,1301,94,1301,"num",1301,5,0.927747886241353,0.01,0.745893848128617,1301
"buil",1,1301,94,1301,"num",1301,5,0.927747886241353,0.01,0.745893848128617,1301
"nei",1,1301,94,1301,"num",1301,5,0.927747886241353,0.01,0.745893848128617,1301
"infP",47,1301,94,28,"num",1235,5,0.927747886241353,0.01,0.745893848128617,1301
"sus",10,2245,2026,225,"num",444,1,0.00979955456570156,0.01,0.728222770872526,2245
"fam",10,2245,2035,225,"num",435,1,0.00979955456570156,0.01,0.728222770872526,2245
"nei",10,2245,2035,225,"num",435,1,0.00979955456570156,0.01,0.728222770872526,2245
"buil",11,2245,2015,205,"num",435,1,0.00979955456570156,0.01,0.728222770872526,2245
"infP",12,2245,2059,188,"num",374,1,0.00979955456570156,0.01,0.728222770872526,2245
"sus",5,2245,1735,449,"num",959,2,0.0521158129175947,0.01,0.728222770872526,2245
"fam",6,2245,1801,375,"num",819,2,0.0521158129175947,0.01,0.728222770872526,2245
"nei",6,2245,1744,375,"num",876,2,0.0521158129175947,0.01,0.728222770872526,2245
"buil",9,2245,1654,250,"num",841,2,0.0521158129175947,0.01,0.728222770872526,2245
"infP",15,2245,1935,150,"num",460,2,0.0521158129175947,0.01,0.728222770872526,2245
"sus",1,2245,1293,2245,"num",2245,3,0.424053452115813,0.01,0.728222770872526,2245
"fam",5,2245,500,449,"num",2194,3,0.424053452115813,0.01,0.728222770872526,2245
"buil",5,2245,570,449,"num",2124,3,0.424053452115813,0.01,0.728222770872526,2245
"nei",6,2245,492,375,"num",2128,3,0.424053452115813,0.01,0.728222770872526,2245
"infP",24,2245,1200,94,"num",1139,3,0.424053452115813,0.01,0.728222770872526,2245
"sus",1,2245,334,2245,"num",2245,4,0.851224944320713,0.01,0.728222770872526,2245
"fam",1,2245,334,2245,"num",2245,4,0.851224944320713,0.01,0.728222770872526,2245
"buil",1,2245,334,2245,"num",2245,4,0.851224944320713,0.01,0.728222770872526,2245
"nei",1,2245,334,2245,"num",2245,4,0.851224944320713,0.01,0.728222770872526,2245
"infP",26,2245,234,87,"num",2098,4,0.851224944320713,0.01,0.728222770872526,2245
"sus",1,2245,60,2245,"num",2245,5,0.973273942093541,0.01,0.728222770872526,2245
"fam",1,2245,60,2245,"num",2245,5,0.973273942093541,0.01,0.728222770872526,2245
"buil",1,2245,60,2245,"num",2245,5,0.973273942093541,0.01,0.728222770872526,2245
"nei",1,2245,60,2245,"num",2245,5,0.973273942093541,0.01,0.728222770872526,2245
"infP",60,2245,60,38,"num",2223,5,0.973273942093541,0.01,0.728222770872526,2245
"sus",1,2245,30,2245,"num",2245,6,0.986636971046771,0.01,0.728222770872526,2245
"fam",1,2245,30,2245,"num",2245,6,0.986636971046771,0.01,0.728222770872526,2245
"buil",1,2245,30,2245,"num",2245,6,0.986636971046771,0.01,0.728222770872526,2245
"nei",1,2245,30,2245,"num",2245,6,0.986636971046771,0.01,0.728222770872526,2245
"infP",1,2245,30,2245,"num",2245,6,0.986636971046771,0.01,0.728222770872526,2245
"buil",14,2797,2615,200,"num",382,1,0.00500536288880944,0.005,0.748602455179207,2797
"nei",14,2797,2616,200,"num",381,1,0.00500536288880944,0.005,0.748602455179207,2797
"sus",15,2797,2603,187,"num",381,1,0.00500536288880944,0.005,0.748602455179207,2797
"fam",15,2797,2602,187,"num",382,1,0.00500536288880944,0.005,0.748602455179207,2797
"infP",21,2797,2654,134,"num",277,1,0.00500536288880944,0.005,0.748602455179207,2797
"sus",4,2797,2073,700,"num",1424,2,0.0715051841258491,0.005,0.748602455179207,2797
"fam",4,2797,2134,700,"num",1363,2,0.0715051841258491,0.005,0.748602455179207,2797
"buil",5,2797,1987,560,"num",1370,2,0.0715051841258491,0.005,0.748602455179207,2797
"nei",5,2797,1977,560,"num",1380,2,0.0715051841258491,0.005,0.748602455179207,2797
"infP",21,2797,2473,134,"num",458,2,0.0715051841258491,0.005,0.748602455179207,2797
"sus",1,2797,1738,2797,"num",2797,3,0.378619949946371,0.005,0.748602455179207,2797
"fam",5,2797,930,560,"num",2427,3,0.378619949946371,0.005,0.748602455179207,2797
"buil",6,2797,941,467,"num",2323,3,0.378619949946371,0.005,0.748602455179207,2797
"nei",6,2797,833,467,"num",2431,3,0.378619949946371,0.005,0.748602455179207,2797
"infP",10,2797,1400,280,"num",1677,3,0.378619949946371,0.005,0.748602455179207,2797
"sus",1,2797,764,2797,"num",2797,4,0.726850196639256,0.005,0.748602455179207,2797
"fam",1,2797,764,2797,"num",2797,4,0.726850196639256,0.005,0.748602455179207,2797
"buil",1,2797,764,2797,"num",2797,4,0.726850196639256,0.005,0.748602455179207,2797
"nei",1,2797,764,2797,"num",2797,4,0.726850196639256,0.005,0.748602455179207,2797
"infP",23,2797,621,122,"num",2298,4,0.726850196639256,0.005,0.748602455179207,2797
"sus",1,2797,273,2797,"num",2797,5,0.902395423668216,0.005,0.748602455179207,2797
"fam",1,2797,273,2797,"num",2797,5,0.902395423668216,0.005,0.748602455179207,2797
"buil",1,2797,273,2797,"num",2797,5,0.902395423668216,0.005,0.748602455179207,2797
"nei",1,2797,273,2797,"num",2797,5,0.902395423668216,0.005,0.748602455179207,2797
"infP",34,2797,170,83,"num",2710,5,0.902395423668216,0.005,0.748602455179207,2797
"sus",1,2797,85,2797,"num",2797,6,0.969610296746514,0.005,0.748602455179207,2797
"fam",1,2797,85,2797,"num",2797,6,0.969610296746514,0.005,0.748602455179207,2797
"buil",1,2797,85,2797,"num",2797,6,0.969610296746514,0.005,0.748602455179207,2797
"nei",1,2797,85,2797,"num",2797,6,0.969610296746514,0.005,0.748602455179207,2797
"infP",58,2797,58,49,"num",2788,6,0.969610296746514,0.005,0.748602455179207,2797
"fam",14,1851,1726,133,"num",258,1,0.00486223662884927,0.005,0.732040975498967,1851
"buil",14,1851,1726,133,"num",258,1,0.00486223662884927,0.005,0.732040975498967,1851
"nei",16,1851,1723,116,"num",244,1,0.00486223662884927,0.005,0.732040975498967,1851
"sus",20,1851,1691,93,"num",253,1,0.00486223662884927,0.005,0.732040975498967,1851
