"arrangeVar","groupSize","totalSus","nDesc","nGroups","opt","totalTest","i","p0","pI","threshold","n"
"nei",4,515,172,129,"num",472,3,0.299029126213592,0.005,0.726931531459559,515
"buil",5,515,160,103,"num",458,3,0.299029126213592,0.005,0.726931531459559,515
"infP",15,515,330,35,"num",220,3,0.299029126213592,0.005,0.726931531459559,515
"sus",1,515,65,515,"num",515,4,0.87378640776699,0.005,0.726931531459559,515
"fam",1,515,65,515,"num",515,4,0.87378640776699,0.005,0.726931531459559,515
"buil",1,515,65,515,"num",515,4,0.87378640776699,0.005,0.726931531459559,515
"nei",1,515,65,515,"num",515,4,0.87378640776699,0.005,0.726931531459559,515
"infP",18,515,36,29,"num",508,4,0.87378640776699,0.005,0.726931531459559,515
"buil",14,2367,2200,170,"num",337,1,0.00506970849176172,0.005,0.737508531357162,2367
"nei",14,2367,2199,170,"num",338,1,0.00506970849176172,0.005,0.737508531357162,2367
"fam",17,2367,2198,140,"num",309,1,0.00506970849176172,0.005,0.737508531357162,2367
"sus",19,2367,2158,125,"num",334,1,0.00506970849176172,0.005,0.737508531357162,2367
"infP",23,2367,2184,103,"num",286,1,0.00506970849176172,0.005,0.737508531357162,2367
"sus",7,2367,1926,339,"num",780,2,0.0295732995352767,0.005,0.737508531357162,2367
"fam",7,2367,2013,339,"num",693,2,0.0295732995352767,0.005,0.737508531357162,2367
"nei",7,2367,1941,339,"num",765,2,0.0295732995352767,0.005,0.737508531357162,2367
"buil",8,2367,1959,296,"num",704,2,0.0295732995352767,0.005,0.737508531357162,2367
"infP",40,2367,2172,60,"num",255,2,0.0295732995352767,0.005,0.737508531357162,2367
"sus",3,2367,1353,789,"num",1803,3,0.171102661596958,0.005,0.737508531357162,2367
"fam",5,2367,1342,474,"num",1499,3,0.171102661596958,0.005,0.737508531357162,2367
"buil",5,2367,1355,474,"num",1486,3,0.171102661596958,0.005,0.737508531357162,2367
"nei",7,2367,1125,339,"num",1581,3,0.171102661596958,0.005,0.737508531357162,2367
"infP",11,2367,1782,216,"num",801,3,0.171102661596958,0.005,0.737508531357162,2367
"sus",1,2367,1027,2367,"num",2367,4,0.566117448246726,0.005,0.737508531357162,2367
"fam",1,2367,1027,2367,"num",2367,4,0.566117448246726,0.005,0.737508531357162,2367
"buil",6,2367,456,395,"num",2306,4,0.566117448246726,0.005,0.737508531357162,2367
"nei",10,2367,360,237,"num",2244,4,0.566117448246726,0.005,0.737508531357162,2367
"infP",19,2367,893,125,"num",1599,4,0.566117448246726,0.005,0.737508531357162,2367
"sus",1,2367,496,2367,"num",2367,5,0.790452049007182,0.005,0.737508531357162,2367
"fam",1,2367,496,2367,"num",2367,5,0.790452049007182,0.005,0.737508531357162,2367
"buil",1,2367,496,2367,"num",2367,5,0.790452049007182,0.005,0.737508531357162,2367
"nei",35,2367,139,68,"num",2296,5,0.790452049007182,0.005,0.737508531357162,2367
"infP",58,2367,406,41,"num",2002,5,0.790452049007182,0.005,0.737508531357162,2367
"sus",1,2367,220,2367,"num",2367,6,0.907055344317702,0.005,0.737508531357162,2367
"fam",1,2367,220,2367,"num",2367,6,0.907055344317702,0.005,0.737508531357162,2367
"buil",1,2367,220,2367,"num",2367,6,0.907055344317702,0.005,0.737508531357162,2367
"nei",1,2367,220,2367,"num",2367,6,0.907055344317702,0.005,0.737508531357162,2367
"infP",44,2367,176,54,"num",2245,6,0.907055344317702,0.005,0.737508531357162,2367
"sus",1,2367,80,2367,"num",2367,7,0.966201943388255,0.005,0.737508531357162,2367
"fam",1,2367,80,2367,"num",2367,7,0.966201943388255,0.005,0.737508531357162,2367
"buil",1,2367,80,2367,"num",2367,7,0.966201943388255,0.005,0.737508531357162,2367
"nei",1,2367,80,2367,"num",2367,7,0.966201943388255,0.005,0.737508531357162,2367
"infP",63,2367,63,38,"num",2342,7,0.966201943388255,0.005,0.737508531357162,2367
"fam",31,2325,2263,75,"num",137,1,0.000860215053763441,0.001,0.74424005682813,2325
"sus",33,2325,2260,71,"num",136,1,0.000860215053763441,0.001,0.74424005682813,2325
"buil",34,2325,2258,69,"num",136,1,0.000860215053763441,0.001,0.74424005682813,2325
"nei",34,2325,2259,69,"num",135,1,0.000860215053763441,0.001,0.74424005682813,2325
"infP",45,2325,2281,52,"num",96,1,0.000860215053763441,0.001,0.74424005682813,2325
"nei",10,2325,2125,233,"num",433,2,0.00989247311827957,0.001,0.74424005682813,2325
"buil",11,2325,2106,212,"num",431,2,0.00989247311827957,0.001,0.74424005682813,2325
"sus",12,2325,2073,194,"num",446,2,0.00989247311827957,0.001,0.74424005682813,2325
"fam",14,2325,2074,167,"num",418,2,0.00989247311827957,0.001,0.74424005682813,2325
"infP",28,2325,2244,84,"num",165,2,0.00989247311827957,0.001,0.74424005682813,2325
"sus",6,2325,1785,388,"num",928,3,0.0421505376344086,0.001,0.74424005682813,2325
"fam",6,2325,1983,388,"num",730,3,0.0421505376344086,0.001,0.74424005682813,2325
"buil",7,2325,1977,333,"num",681,3,0.0421505376344086,0.001,0.74424005682813,2325
"nei",11,2325,1830,212,"num",707,3,0.0421505376344086,0.001,0.74424005682813,2325
"infP",17,2325,2074,137,"num",388,3,0.0421505376344086,0.001,0.74424005682813,2325
"sus",3,2325,1275,775,"num",1825,4,0.172903225806452,0.001,0.74424005682813,2325
"fam",6,2325,1407,388,"num",1306,4,0.172903225806452,0.001,0.74424005682813,2325
"buil",7,2325,1425,333,"num",1233,4,0.172903225806452,0.001,0.74424005682813,2325
"nei",8,2325,1445,291,"num",1171,4,0.172903225806452,0.001,0.74424005682813,2325
"infP",14,2325,1806,167,"num",686,4,0.172903225806452,0.001,0.74424005682813,2325
"sus",1,2325,1328,2325,"num",2325,5,0.428817204301075,0.001,0.74424005682813,2325
"fam",5,2325,705,465,"num",2085,5,0.428817204301075,0.001,0.74424005682813,2325
"nei",5,2325,855,465,"num",1935,5,0.428817204301075,0.001,0.74424005682813,2325
"buil",6,2325,773,388,"num",1940,5,0.428817204301075,0.001,0.74424005682813,2325
"infP",35,2325,1260,67,"num",1132,5,0.428817204301075,0.001,0.74424005682813,2325
"sus",1,2325,582,2325,"num",2325,6,0.749677419354839,0.001,0.74424005682813,2325
"fam",1,2325,582,2325,"num",2325,6,0.749677419354839,0.001,0.74424005682813,2325
"buil",1,2325,582,2325,"num",2325,6,0.749677419354839,0.001,0.74424005682813,2325
"nei",1,2325,582,2325,"num",2325,6,0.749677419354839,0.001,0.74424005682813,2325
"infP",23,2325,437,102,"num",1990,6,0.749677419354839,0.001,0.74424005682813,2325
"sus",1,2325,134,2325,"num",2325,7,0.942365591397849,0.001,0.74424005682813,2325
"fam",1,2325,134,2325,"num",2325,7,0.942365591397849,0.001,0.74424005682813,2325
"buil",1,2325,134,2325,"num",2325,7,0.942365591397849,0.001,0.74424005682813,2325
"nei",1,2325,134,2325,"num",2325,7,0.942365591397849,0.001,0.74424005682813,2325
"infP",52,2325,104,45,"num",2266,7,0.942365591397849,0.001,0.74424005682813,2325
"sus",1,2325,49,2325,"num",2325,8,0.978924731182796,0.001,0.74424005682813,2325
"fam",1,2325,49,2325,"num",2325,8,0.978924731182796,0.001,0.74424005682813,2325
"buil",1,2325,49,2325,"num",2325,8,0.978924731182796,0.001,0.74424005682813,2325
"nei",1,2325,49,2325,"num",2325,8,0.978924731182796,0.001,0.74424005682813,2325
"infP",49,2325,49,48,"num",2324,8,0.978924731182796,0.001,0.74424005682813,2325
"sus",1,2325,25,2325,"num",2325,9,0.989247311827957,0.001,0.74424005682813,2325
"fam",1,2325,25,2325,"num",2325,9,0.989247311827957,0.001,0.74424005682813,2325
"buil",1,2325,25,2325,"num",2325,9,0.989247311827957,0.001,0.74424005682813,2325
"nei",1,2325,25,2325,"num",2325,9,0.989247311827957,0.001,0.74424005682813,2325
"infP",1,2325,25,2325,"num",2325,9,0.989247311827957,0.001,0.74424005682813,2325
"sus",12,704,656,59,"num",107,1,0.00568181818181818,0.005,0.73378904168494,704
"fam",12,704,657,59,"num",106,1,0.00568181818181818,0.005,0.73378904168494,704
"buil",13,704,654,55,"num",105,1,0.00568181818181818,0.005,0.73378904168494,704
"nei",13,704,654,55,"num",105,1,0.00568181818181818,0.005,0.73378904168494,704
"infP",23,704,638,31,"num",97,1,0.00568181818181818,0.005,0.73378904168494,704
"sus",7,704,599,101,"num",206,2,0.0213068181818182,0.005,0.73378904168494,704
"nei",10,704,597,71,"num",178,2,0.0213068181818182,0.005,0.73378904168494,704
"fam",11,704,616,64,"num",152,2,0.0213068181818182,0.005,0.73378904168494,704
"buil",13,704,603,55,"num",156,2,0.0213068181818182,0.005,0.73378904168494,704
"infP",20,704,647,36,"num",93,2,0.0213068181818182,0.005,0.73378904168494,704
"sus",3,704,536,235,"num",403,3,0.0923295454545455,0.005,0.73378904168494,704
"buil",8,704,552,88,"num",240,3,0.0923295454545455,0.005,0.73378904168494,704
"nei",8,704,528,88,"num",264,3,0.0923295454545455,0.005,0.73378904168494,704
"fam",11,704,495,64,"num",273,3,0.0923295454545455,0.005,0.73378904168494,704
"infP",23,704,594,31,"num",141,3,0.0923295454545455,0.005,0.73378904168494,704
"sus",3,704,327,235,"num",612,4,0.237215909090909,0.005,0.73378904168494,704
"fam",5,704,375,141,"num",470,4,0.237215909090909,0.005,0.73378904168494,704
"buil",6,704,352,118,"num",470,4,0.237215909090909,0.005,0.73378904168494,704
"nei",6,704,366,118,"num",456,4,0.237215909090909,0.005,0.73378904168494,704
"infP",25,704,512,29,"num",221,4,0.237215909090909,0.005,0.73378904168494,704
"sus",1,704,354,704,"num",704,5,0.497159090909091,0.005,0.73378904168494,704
"fam",6,704,144,118,"num",678,5,0.497159090909091,0.005,0.73378904168494,704
"buil",6,704,168,118,"num",654,5,0.497159090909091,0.005,0.73378904168494,704
"nei",6,704,198,118,"num",624,5,0.497159090909091,0.005,0.73378904168494,704
"infP",14,704,308,51,"num",447,5,0.497159090909091,0.005,0.73378904168494,704
"sus",1,704,142,704,"num",704,6,0.798295454545455,0.005,0.73378904168494,704
"fam",1,704,142,704,"num",704,6,0.798295454545455,0.005,0.73378904168494,704
"buil",1,704,142,704,"num",704,6,0.798295454545455,0.005,0.73378904168494,704
"nei",1,704,142,704,"num",704,6,0.798295454545455,0.005,0.73378904168494,704
"infP",20,704,120,36,"num",620,6,0.798295454545455,0.005,0.73378904168494,704
"sus",1,704,29,704,"num",704,7,0.958806818181818,0.005,0.73378904168494,704
"fam",1,704,29,704,"num",704,7,0.958806818181818,0.005,0.73378904168494,704
"buil",1,704,29,704,"num",704,7,0.958806818181818,0.005,0.73378904168494,704
"nei",1,704,29,704,"num",704,7,0.958806818181818,0.005,0.73378904168494,704
"infP",1,704,29,704,"num",704,7,0.958806818181818,0.005,0.73378904168494,704
"sus",1,704,20,704,"num",704,8,0.971590909090909,0.005,0.73378904168494,704
"fam",1,704,20,704,"num",704,8,0.971590909090909,0.005,0.73378904168494,704
"buil",1,704,20,704,"num",704,8,0.971590909090909,0.005,0.73378904168494,704
"nei",1,704,20,704,"num",704,8,0.971590909090909,0.005,0.73378904168494,704
"infP",1,704,20,704,"num",704,8,0.971590909090909,0.005,0.73378904168494,704
"sus",1,704,15,704,"num",704,9,0.978693181818182,0.005,0.73378904168494,704
"fam",1,704,15,704,"num",704,9,0.978693181818182,0.005,0.73378904168494,704
"buil",1,704,15,704,"num",704,9,0.978693181818182,0.005,0.73378904168494,704
"nei",1,704,15,704,"num",704,9,0.978693181818182,0.005,0.73378904168494,704
"infP",1,704,15,704,"num",704,9,0.978693181818182,0.005,0.73378904168494,704
"sus",1,704,10,704,"num",704,10,0.985795454545455,0.005,0.73378904168494,704
"fam",1,704,10,704,"num",704,10,0.985795454545455,0.005,0.73378904168494,704
"buil",1,704,10,704,"num",704,10,0.985795454545455,0.005,0.73378904168494,704
"nei",1,704,10,704,"num",704,10,0.985795454545455,0.005,0.73378904168494,704
"infP",1,704,10,704,"num",704,10,0.985795454545455,0.005,0.73378904168494,704
"sus",33,1353,1320,41,"num",74,1,0.00073909830007391,0.001,0.73941680417629,1353
"fam",33,1353,1320,41,"num",74,1,0.00073909830007391,0.001,0.73941680417629,1353
"buil",33,1353,1320,41,"num",74,1,0.00073909830007391,0.001,0.73941680417629,1353
"nei",33,1353,1320,41,"num",74,1,0.00073909830007391,0.001,0.73941680417629,1353
"infP",34,1353,1320,40,"num",73,1,0.00073909830007391,0.001,0.73941680417629,1353
"sus",13,1353,1263,105,"num",195,2,0.00517368810051737,0.001,0.73941680417629,1353
"buil",13,1353,1265,105,"num",193,2,0.00517368810051737,0.001,0.73941680417629,1353
"fam",14,1353,1256,97,"num",194,2,0.00517368810051737,0.001,0.73941680417629,1353
"nei",14,1353,1256,97,"num",194,2,0.00517368810051737,0.001,0.73941680417629,1353
"infP",34,1353,1320,40,"num",73,2,0.00517368810051737,0.001,0.73941680417629,1353
"sus",7,1353,1192,194,"num",355,3,0.0177383592017738,0.001,0.73941680417629,1353
"fam",10,1353,1174,136,"num",315,3,0.0177383592017738,0.001,0.73941680417629,1353
"buil",10,1353,1158,136,"num",331,3,0.0177383592017738,0.001,0.73941680417629,1353
"nei",11,1353,1144,123,"num",332,3,0.0177383592017738,0.001,0.73941680417629,1353
"infP",26,1353,1278,53,"num",128,3,0.0177383592017738,0.001,0.73941680417629,1353
"sus",3,1353,885,451,"num",919,4,0.133037694013304,0.001,0.73941680417629,1353
"nei",5,1353,804,271,"num",820,4,0.133037694013304,0.001,0.73941680417629,1353
"fam",6,1353,796,226,"num",783,4,0.133037694013304,0.001,0.73941680417629,1353
"buil",6,1353,816,226,"num",763,4,0.133037694013304,0.001,0.73941680417629,1353
"infP",17,1353,1088,80,"num",345,4,0.133037694013304,0.001,0.73941680417629,1353
"sus",1,1353,733,1353,"num",1353,5,0.458240946045824,0.001,0.73941680417629,1353
"buil",6,1353,450,226,"num",1129,5,0.458240946045824,0.001,0.73941680417629,1353
"fam",8,1353,244,170,"num",1279,5,0.458240946045824,0.001,0.73941680417629,1353
"nei",8,1353,344,170,"num",1179,5,0.458240946045824,0.001,0.73941680417629,1353
"infP",22,1353,638,62,"num",777,5,0.458240946045824,0.001,0.73941680417629,1353
"sus",1,1353,373,1353,"num",1353,6,0.724316334072432,0.001,0.73941680417629,1353
"fam",1,1353,373,1353,"num",1353,6,0.724316334072432,0.001,0.73941680417629,1353
"buil",1,1353,373,1353,"num",1353,6,0.724316334072432,0.001,0.73941680417629,1353
"infP",23,1353,322,59,"num",1090,6,0.724316334072432,0.001,0.73941680417629,1353
"nei",28,1353,55,49,"num",1347,6,0.724316334072432,0.001,0.73941680417629,1353
"sus",1,1353,151,1353,"num",1353,7,0.88839615668884,0.001,0.73941680417629,1353
"fam",1,1353,151,1353,"num",1353,7,0.88839615668884,0.001,0.73941680417629,1353
"buil",1,1353,151,1353,"num",1353,7,0.88839615668884,0.001,0.73941680417629,1353
"nei",1,1353,151,1353,"num",1353,7,0.88839615668884,0.001,0.73941680417629,1353
"infP",49,1353,147,28,"num",1234,7,0.88839615668884,0.001,0.73941680417629,1353
"sus",1,1353,53,1353,"num",1353,8,0.960827790096083,0.001,0.73941680417629,1353
"fam",1,1353,53,1353,"num",1353,8,0.960827790096083,0.001,0.73941680417629,1353
"buil",1,1353,53,1353,"num",1353,8,0.960827790096083,0.001,0.73941680417629,1353
"nei",1,1353,53,1353,"num",1353,8,0.960827790096083,0.001,0.73941680417629,1353
"infP",49,1353,49,28,"num",1332,8,0.960827790096083,0.001,0.73941680417629,1353
"sus",10,2588,2338,259,"num",509,1,0.0100463678516229,0.01,0.703000439249445,2588
"fam",10,2588,2358,259,"num",489,1,0.0100463678516229,0.01,0.703000439249445,2588
"nei",10,2588,2339,259,"num",508,1,0.0100463678516229,0.01,0.703000439249445,2588
"buil",11,2588,2335,236,"num",489,1,0.0100463678516229,0.01,0.703000439249445,2588
"infP",16,2588,2320,162,"num",430,1,0.0100463678516229,0.01,0.703000439249445,2588
"sus",5,2588,1878,518,"num",1228,2,0.0614374034003091,0.01,0.703000439249445,2588
"buil",5,2588,2044,518,"num",1062,2,0.0614374034003091,0.01,0.703000439249445,2588
"nei",5,2588,2015,518,"num",1091,2,0.0614374034003091,0.01,0.703000439249445,2588
"fam",6,2588,1953,432,"num",1067,2,0.0614374034003091,0.01,0.703000439249445,2588
"infP",20,2588,2217,130,"num",501,2,0.0614374034003091,0.01,0.703000439249445,2588
"sus",1,2588,1778,2588,"num",2588,3,0.312982998454405,0.01,0.703000439249445,2588
"fam",4,2588,1088,647,"num",2147,3,0.312982998454405,0.01,0.703000439249445,2588
"buil",4,2588,1156,647,"num",2079,3,0.312982998454405,0.01,0.703000439249445,2588
"nei",5,2588,925,518,"num",2181,3,0.312982998454405,0.01,0.703000439249445,2588
"infP",16,2588,1584,162,"num",1166,3,0.312982998454405,0.01,0.703000439249445,2588
"sus",1,2588,500,2588,"num",2588,4,0.806800618238022,0.01,0.703000439249445,2588
"fam",1,2588,500,2588,"num",2588,4,0.806800618238022,0.01,0.703000439249445,2588
"buil",1,2588,500,2588,"num",2588,4,0.806800618238022,0.01,0.703000439249445,2588
"nei",1,2588,500,2588,"num",2588,4,0.806800618238022,0.01,0.703000439249445,2588
"infP",36,2588,396,72,"num",2264,4,0.806800618238022,0.01,0.703000439249445,2588
"sus",1,2588,39,2588,"num",2588,5,0.984930448222566,0.01,0.703000439249445,2588
"fam",1,2588,39,2588,"num",2588,5,0.984930448222566,0.01,0.703000439249445,2588
"buil",1,2588,39,2588,"num",2588,5,0.984930448222566,0.01,0.703000439249445,2588
"nei",1,2588,39,2588,"num",2588,5,0.984930448222566,0.01,0.703000439249445,2588
"infP",1,2588,39,2588,"num",2588,5,0.984930448222566,0.01,0.703000439249445,2588
"sus",13,768,717,60,"num",111,1,0.00520833333333333,0.005,0.723766788933426,768
"buil",14,768,712,55,"num",111,1,0.00520833333333333,0.005,0.723766788933426,768
"nei",17,768,719,46,"num",95,1,0.00520833333333333,0.005,0.723766788933426,768
"fam",27,768,690,29,"num",107,1,0.00520833333333333,0.005,0.723766788933426,768
"infP",30,768,739,26,"num",55,1,0.00520833333333333,0.005,0.723766788933426,768
"sus",4,768,624,192,"num",336,2,0.0520833333333333,0.005,0.723766788933426,768
"fam",5,768,603,154,"num",319,2,0.0520833333333333,0.005,0.723766788933426,768
"nei",5,768,593,154,"num",329,2,0.0520833333333333,0.005,0.723766788933426,768
"buil",6,768,588,128,"num",308,2,0.0520833333333333,0.005,0.723766788933426,768
"infP",20,768,672,39,"num",135,2,0.0520833333333333,0.005,0.723766788933426,768
"sus",3,768,348,256,"num",676,3,0.240885416666667,0.005,0.723766788933426,768
"nei",3,768,375,256,"num",649,3,0.240885416666667,0.005,0.723766788933426,768
"fam",4,768,412,192,"num",548,3,0.240885416666667,0.005,0.723766788933426,768
"buil",7,768,335,110,"num",543,3,0.240885416666667,0.005,0.723766788933426,768
"infP",22,768,506,35,"num",297,3,0.240885416666667,0.005,0.723766788933426,768
"sus",1,768,190,768,"num",768,4,0.752604166666667,0.005,0.723766788933426,768
"fam",1,768,190,768,"num",768,4,0.752604166666667,0.005,0.723766788933426,768
"buil",1,768,190,768,"num",768,4,0.752604166666667,0.005,0.723766788933426,768
"infP",27,768,162,29,"num",635,4,0.752604166666667,0.005,0.723766788933426,768
"nei",43,768,43,18,"num",743,4,0.752604166666667,0.005,0.723766788933426,768
"sus",1,768,78,768,"num",768,5,0.8984375,0.005,0.723766788933426,768
"fam",1,768,78,768,"num",768,5,0.8984375,0.005,0.723766788933426,768
"buil",1,768,78,768,"num",768,5,0.8984375,0.005,0.723766788933426,768
"nei",1,768,78,768,"num",768,5,0.8984375,0.005,0.723766788933426,768
"infP",39,768,78,20,"num",710,5,0.8984375,0.005,0.723766788933426,768
"sus",1,768,14,768,"num",768,6,0.981770833333333,0.005,0.723766788933426,768
"fam",1,768,14,768,"num",768,6,0.981770833333333,0.005,0.723766788933426,768
"buil",1,768,14,768,"num",768,6,0.981770833333333,0.005,0.723766788933426,768
"nei",1,768,14,768,"num",768,6,0.981770833333333,0.005,0.723766788933426,768
"infP",1,768,14,768,"num",768,6,0.981770833333333,0.005,0.723766788933426,768
"sus",10,1416,1276,142,"num",282,1,0.00988700564971751,0.01,0.724476213916205,1416
"buil",11,1416,1284,129,"num",261,1,0.00988700564971751,0.01,0.724476213916205,1416
"nei",12,1416,1272,118,"num",262,1,0.00988700564971751,0.01,0.724476213916205,1416
"fam",13,1416,1260,109,"num",265,1,0.00988700564971751,0.01,0.724476213916205,1416
"infP",18,1416,1258,79,"num",237,1,0.00988700564971751,0.01,0.724476213916205,1416
"sus",3,1416,960,472,"num",928,2,0.11864406779661,0.01,0.724476213916205,1416
"fam",4,1416,964,354,"num",806,2,0.11864406779661,0.01,0.724476213916205,1416
"nei",4,1416,964,354,"num",806,2,0.11864406779661,0.01,0.724476213916205,1416
"buil",5,1416,906,284,"num",794,2,0.11864406779661,0.01,0.724476213916205,1416
"infP",24,1416,1200,59,"num",275,2,0.11864406779661,0.01,0.724476213916205,1416
"sus",1,1416,619,1416,"num",1416,3,0.562853107344633,0.01,0.724476213916205,1416
"fam",1,1416,619,1416,"num",1416,3,0.562853107344633,0.01,0.724476213916205,1416
"buil",9,1416,160,158,"num",1414,3,0.562853107344633,0.01,0.724476213916205,1416
"infP",13,1416,520,109,"num",1005,3,0.562853107344633,0.01,0.724476213916205,1416
"nei",24,1416,72,59,"num",1403,3,0.562853107344633,0.01,0.724476213916205,1416
"sus",1,1416,165,1416,"num",1416,4,0.883474576271186,0.01,0.724476213916205,1416
"fam",1,1416,165,1416,"num",1416,4,0.883474576271186,0.01,0.724476213916205,1416
"buil",1,1416,165,1416,"num",1416,4,0.883474576271186,0.01,0.724476213916205,1416
"nei",1,1416,165,1416,"num",1416,4,0.883474576271186,0.01,0.724476213916205,1416
"infP",28,1416,112,51,"num",1355,4,0.883474576271186,0.01,0.724476213916205,1416
"sus",10,2848,2568,285,"num",565,1,0.0098314606741573,0.01,0.712604625278618,2848
"fam",10,2848,2578,285,"num",555,1,0.0098314606741573,0.01,0.712604625278618,2848
"buil",10,2848,2588,285,"num",545,1,0.0098314606741573,0.01,0.712604625278618,2848
"nei",10,2848,2578,285,"num",555,1,0.0098314606741573,0.01,0.712604625278618,2848
"infP",13,2848,2620,220,"num",448,1,0.0098314606741573,0.01,0.712604625278618,2848
"sus",4,2848,2036,712,"num",1524,2,0.0797050561797753,0.01,0.712604625278618,2848
"nei",4,2848,2120,712,"num",1440,2,0.0797050561797753,0.01,0.712604625278618,2848
"fam",5,2848,2068,570,"num",1350,2,0.0797050561797753,0.01,0.712604625278618,2848
"buil",5,2848,2104,570,"num",1314,2,0.0797050561797753,0.01,0.712604625278618,2848
"infP",18,2848,2447,159,"num",560,2,0.0797050561797753,0.01,0.712604625278618,2848
"sus",1,2848,1348,2848,"num",2848,3,0.526685393258427,0.01,0.712604625278618,2848
"fam",1,2848,1348,2848,"num",2848,3,0.526685393258427,0.01,0.712604625278618,2848
"buil",5,2848,605,570,"num",2813,3,0.526685393258427,0.01,0.712604625278618,2848
"nei",12,2848,264,238,"num",2822,3,0.526685393258427,0.01,0.712604625278618,2848
"infP",21,2848,1197,136,"num",1787,3,0.526685393258427,0.01,0.712604625278618,2848
"sus",1,2848,278,2848,"num",2848,4,0.902387640449438,0.01,0.712604625278618,2848
"fam",1,2848,278,2848,"num",2848,4,0.902387640449438,0.01,0.712604625278618,2848
"buil",1,2848,278,2848,"num",2848,4,0.902387640449438,0.01,0.712604625278618,2848
"nei",1,2848,278,2848,"num",2848,4,0.902387640449438,0.01,0.712604625278618,2848
"infP",30,2848,180,95,"num",2763,4,0.902387640449438,0.01,0.712604625278618,2848
"sus",1,2848,43,2848,"num",2848,5,0.984901685393258,0.01,0.712604625278618,2848
"fam",1,2848,43,2848,"num",2848,5,0.984901685393258,0.01,0.712604625278618,2848
"buil",1,2848,43,2848,"num",2848,5,0.984901685393258,0.01,0.712604625278618,2848
"nei",1,2848,43,2848,"num",2848,5,0.984901685393258,0.01,0.712604625278618,2848
"infP",1,2848,43,2848,"num",2848,5,0.984901685393258,0.01,0.712604625278618,2848
"nei",10,573,515,58,"num",116,1,0.0104712041884817,0.01,0.730870975588914,573
"fam",11,573,519,53,"num",107,1,0.0104712041884817,0.01,0.730870975588914,573
"buil",14,573,503,41,"num",111,1,0.0104712041884817,0.01,0.730870975588914,573
"infP",14,573,504,41,"num",110,1,0.0104712041884817,0.01,0.730870975588914,573
"sus",16,573,493,36,"num",116,1,0.0104712041884817,0.01,0.730870975588914,573
"sus",5,573,403,115,"num",285,2,0.0715532286212914,0.01,0.730870975588914,573
"fam",6,573,423,96,"num",246,2,0.0715532286212914,0.01,0.730870975588914,573
"nei",6,573,407,96,"num",262,2,0.0715532286212914,0.01,0.730870975588914,573
"buil",7,573,419,82,"num",236,2,0.0715532286212914,0.01,0.730870975588914,573
"infP",20,573,495,29,"num",107,2,0.0715532286212914,0.01,0.730870975588914,573
"sus",1,573,366,573,"num",573,3,0.361256544502618,0.01,0.730870975588914,573
"fam",5,573,223,115,"num",465,3,0.361256544502618,0.01,0.730870975588914,573
"nei",5,573,250,115,"num",438,3,0.361256544502618,0.01,0.730870975588914,573
"buil",6,573,232,96,"num",437,3,0.361256544502618,0.01,0.730870975588914,573
"infP",28,573,330,21,"num",264,3,0.361256544502618,0.01,0.730870975588914,573
"sus",1,573,205,573,"num",573,4,0.642233856893543,0.01,0.730870975588914,573
"fam",1,573,205,573,"num",573,4,0.642233856893543,0.01,0.730870975588914,573
"buil",1,573,205,573,"num",573,4,0.642233856893543,0.01,0.730870975588914,573
"nei",1,573,205,573,"num",573,4,0.642233856893543,0.01,0.730870975588914,573
"infP",25,573,150,23,"num",446,4,0.642233856893543,0.01,0.730870975588914,573
"sus",1,573,47,573,"num",573,5,0.917975567190227,0.01,0.730870975588914,573
"fam",1,573,47,573,"num",573,5,0.917975567190227,0.01,0.730870975588914,573
"buil",1,573,47,573,"num",573,5,0.917975567190227,0.01,0.730870975588914,573
"nei",1,573,47,573,"num",573,5,0.917975567190227,0.01,0.730870975588914,573
"infP",45,573,45,13,"num",541,5,0.917975567190227,0.01,0.730870975588914,573
"sus",10,502,453,51,"num",100,1,0.0099601593625498,0.01,0.719504240225069,502
"nei",10,502,464,51,"num",89,1,0.0099601593625498,0.01,0.719504240225069,502
"buil",11,502,459,46,"num",89,1,0.0099601593625498,0.01,0.719504240225069,502
"fam",12,502,454,42,"num",90,1,0.0099601593625498,0.01,0.719504240225069,502
"infP",42,502,461,12,"num",53,1,0.0099601593625498,0.01,0.719504240225069,502
"sus",4,502,354,126,"num",274,2,0.0876494023904383,0.01,0.719504240225069,502
"fam",4,502,382,126,"num",246,2,0.0876494023904383,0.01,0.719504240225069,502
"buil",5,502,358,101,"num",245,2,0.0876494023904383,0.01,0.719504240225069,502
"nei",5,502,359,101,"num",244,2,0.0876494023904383,0.01,0.719504240225069,502
"infP",23,502,436,22,"num",88,2,0.0876494023904383,0.01,0.719504240225069,502
"sus",1,502,260,502,"num",502,3,0.48207171314741,0.01,0.719504240225069,502
"fam",1,502,260,502,"num",502,3,0.48207171314741,0.01,0.719504240225069,502
"buil",8,502,64,63,"num",501,3,0.48207171314741,0.01,0.719504240225069,502
"infP",11,502,220,46,"num",328,3,0.48207171314741,0.01,0.719504240225069,502
"nei",12,502,48,42,"num",496,3,0.48207171314741,0.01,0.719504240225069,502
"sus",1,502,62,502,"num",502,4,0.876494023904382,0.01,0.719504240225069,502
"fam",1,502,62,502,"num",502,4,0.876494023904382,0.01,0.719504240225069,502
"buil",1,502,62,502,"num",502,4,0.876494023904382,0.01,0.719504240225069,502
