"arrangeVar","groupSize","totalSus","nDesc","nGroups","totalTest","opt","i","p0","pI","threshold","n"
"fam",1,2674,291,2674,2674,"num",7,0.891174270755423,0.005,0.738003517943434,2674
"buil",1,2674,291,2674,2674,"num",7,0.891174270755423,0.005,0.738003517943434,2674
"nei",1,2674,291,2674,2674,"num",7,0.891174270755423,0.005,0.738003517943434,2674
"infP",1,2674,291,2674,2674,"num",7,0.891174270755423,0.005,0.738003517943434,2674
"buil",14,1351,1254,97,194,"num",1,0.00518134715025907,0.005,0.77774452213198,1351
"sus",17,1351,1250,80,181,"num",1,0.00518134715025907,0.005,0.77774452213198,1351
"nei",18,1351,1244,76,183,"num",1,0.00518134715025907,0.005,0.77774452213198,1351
"fam",20,1351,1232,68,187,"num",1,0.00518134715025907,0.005,0.77774452213198,1351
"infP",37,1351,1315,37,73,"num",1,0.00518134715025907,0.005,0.77774452213198,1351
"nei",9,1351,1226,151,276,"num",2,0.0118430792005922,0.005,0.77774452213198,1351
"fam",10,1351,1204,136,283,"num",2,0.0118430792005922,0.005,0.77774452213198,1351
"buil",11,1351,1209,123,265,"num",2,0.0118430792005922,0.005,0.77774452213198,1351
"sus",12,1351,1173,113,291,"num",2,0.0118430792005922,0.005,0.77774452213198,1351
"infP",13,1351,1222,104,233,"num",2,0.0118430792005922,0.005,0.77774452213198,1351
"sus",5,1351,1098,271,524,"num",3,0.0421909696521095,0.005,0.77774452213198,1351
"fam",7,1351,1148,193,396,"num",3,0.0421909696521095,0.005,0.77774452213198,1351
"buil",9,1351,1146,151,356,"num",3,0.0421909696521095,0.005,0.77774452213198,1351
"nei",12,1351,1076,113,388,"num",3,0.0421909696521095,0.005,0.77774452213198,1351
"infP",26,1351,1144,52,259,"num",3,0.0421909696521095,0.005,0.77774452213198,1351
"sus",4,1351,840,338,849,"num",4,0.109548482605477,0.005,0.77774452213198,1351
"fam",6,1351,967,226,610,"num",4,0.109548482605477,0.005,0.77774452213198,1351
"buil",9,1351,942,151,560,"num",4,0.109548482605477,0.005,0.77774452213198,1351
"nei",9,1351,948,151,554,"num",4,0.109548482605477,0.005,0.77774452213198,1351
"infP",13,1351,1001,104,454,"num",4,0.109548482605477,0.005,0.77774452213198,1351
"sus",3,1351,593,451,1209,"num",5,0.241302738712065,0.005,0.77774452213198,1351
"fam",5,1351,776,271,846,"num",5,0.241302738712065,0.005,0.77774452213198,1351
"buil",8,1351,783,169,737,"num",5,0.241302738712065,0.005,0.77774452213198,1351
"nei",11,1351,790,123,684,"num",5,0.241302738712065,0.005,0.77774452213198,1351
"infP",19,1351,836,72,587,"num",5,0.241302738712065,0.005,0.77774452213198,1351
"sus",1,1351,885,1351,1351,"num",6,0.344929681717246,0.005,0.77774452213198,1351
"fam",5,1351,621,271,1001,"num",6,0.344929681717246,0.005,0.77774452213198,1351
"buil",8,1351,647,169,873,"num",6,0.344929681717246,0.005,0.77774452213198,1351
"nei",15,1351,613,91,829,"num",6,0.344929681717246,0.005,0.77774452213198,1351
"infP",20,1351,720,68,699,"num",6,0.344929681717246,0.005,0.77774452213198,1351
"sus",1,1351,773,1351,1351,"num",7,0.427831236121392,0.005,0.77774452213198,1351
"fam",5,1351,446,271,1176,"num",7,0.427831236121392,0.005,0.77774452213198,1351
"buil",7,1351,511,193,1033,"num",7,0.427831236121392,0.005,0.77774452213198,1351
"nei",8,1351,560,169,960,"num",7,0.427831236121392,0.005,0.77774452213198,1351
"infP",13,1351,546,104,909,"num",7,0.427831236121392,0.005,0.77774452213198,1351
"sus",1,1351,623,1351,1351,"num",8,0.538860103626943,0.005,0.77774452213198,1351
"fam",5,1351,286,271,1336,"num",8,0.538860103626943,0.005,0.77774452213198,1351
"buil",7,1351,385,193,1159,"num",8,0.538860103626943,0.005,0.77774452213198,1351
"nei",8,1351,360,169,1160,"num",8,0.538860103626943,0.005,0.77774452213198,1351
"infP",9,1351,414,151,1088,"num",8,0.538860103626943,0.005,0.77774452213198,1351
"sus",1,1351,437,1351,1351,"num",9,0.676535899333827,0.005,0.77774452213198,1351
"fam",1,1351,437,1351,1351,"num",9,0.676535899333827,0.005,0.77774452213198,1351
"buil",7,1351,210,193,1334,"num",9,0.676535899333827,0.005,0.77774452213198,1351
"nei",23,1351,138,59,1272,"num",9,0.676535899333827,0.005,0.77774452213198,1351
"infP",41,1351,205,33,1179,"num",9,0.676535899333827,0.005,0.77774452213198,1351
"sus",1,1351,251,1351,1351,"num",10,0.814211695040711,0.005,0.77774452213198,1351
"fam",1,1351,251,1351,1351,"num",10,0.814211695040711,0.005,0.77774452213198,1351
"buil",1,1351,251,1351,1351,"num",10,0.814211695040711,0.005,0.77774452213198,1351
"infP",32,1351,128,43,1266,"num",10,0.814211695040711,0.005,0.77774452213198,1351
"nei",38,1351,38,36,1349,"num",10,0.814211695040711,0.005,0.77774452213198,1351
"sus",1,1351,149,1351,1351,"num",11,0.889711324944486,0.005,0.77774452213198,1351
"fam",1,1351,149,1351,1351,"num",11,0.889711324944486,0.005,0.77774452213198,1351
"buil",1,1351,149,1351,1351,"num",11,0.889711324944486,0.005,0.77774452213198,1351
"nei",1,1351,149,1351,1351,"num",11,0.889711324944486,0.005,0.77774452213198,1351
"infP",47,1351,47,29,1333,"num",11,0.889711324944486,0.005,0.77774452213198,1351
"sus",1,1351,85,1351,1351,"num",12,0.937083641746854,0.005,0.77774452213198,1351
"fam",1,1351,85,1351,1351,"num",12,0.937083641746854,0.005,0.77774452213198,1351
"buil",1,1351,85,1351,1351,"num",12,0.937083641746854,0.005,0.77774452213198,1351
"nei",1,1351,85,1351,1351,"num",12,0.937083641746854,0.005,0.77774452213198,1351
"infP",1,1351,85,1351,1351,"num",12,0.937083641746854,0.005,0.77774452213198,1351
"buil",10,1705,1556,171,320,"num",1,0.00997067448680352,0.01,0.793470523110591,1705
"sus",11,1705,1551,155,309,"num",1,0.00997067448680352,0.01,0.793470523110591,1705
"fam",15,1705,1481,114,338,"num",1,0.00997067448680352,0.01,0.793470523110591,1705
"nei",15,1705,1510,114,309,"num",1,0.00997067448680352,0.01,0.793470523110591,1705
"infP",61,1705,1585,28,148,"num",1,0.00997067448680352,0.01,0.793470523110591,1705
"sus",7,1705,1461,244,488,"num",2,0.0240469208211144,0.01,0.793470523110591,1705
"nei",7,1705,1460,244,489,"num",2,0.0240469208211144,0.01,0.793470523110591,1705
"buil",10,1705,1426,171,450,"num",2,0.0240469208211144,0.01,0.793470523110591,1705
"fam",12,1705,1419,143,429,"num",2,0.0240469208211144,0.01,0.793470523110591,1705
"infP",13,1705,1481,132,356,"num",2,0.0240469208211144,0.01,0.793470523110591,1705
"sus",4,1705,1170,427,962,"num",3,0.0909090909090909,0.01,0.793470523110591,1705
"fam",7,1705,1279,244,670,"num",3,0.0909090909090909,0.01,0.793470523110591,1705
"buil",8,1705,1266,214,653,"num",3,0.0909090909090909,0.01,0.793470523110591,1705
"nei",11,1705,1155,155,705,"num",3,0.0909090909090909,0.01,0.793470523110591,1705
"infP",14,1705,1274,122,553,"num",3,0.0909090909090909,0.01,0.793470523110591,1705
"sus",3,1705,763,569,1511,"num",4,0.226979472140762,0.01,0.793470523110591,1705
"fam",4,1705,1027,427,1105,"num",4,0.226979472140762,0.01,0.793470523110591,1705
"buil",8,1705,963,214,956,"num",4,0.226979472140762,0.01,0.793470523110591,1705
"nei",9,1705,922,190,973,"num",4,0.226979472140762,0.01,0.793470523110591,1705
"infP",25,1705,950,69,824,"num",4,0.226979472140762,0.01,0.793470523110591,1705
"sus",1,1705,974,1705,1705,"num",5,0.428739002932551,0.01,0.793470523110591,1705
"fam",4,1705,688,427,1444,"num",5,0.428739002932551,0.01,0.793470523110591,1705
"buil",9,1705,671,190,1224,"num",5,0.428739002932551,0.01,0.793470523110591,1705
"nei",11,1705,737,155,1123,"num",5,0.428739002932551,0.01,0.793470523110591,1705
"infP",17,1705,816,101,990,"num",5,0.428739002932551,0.01,0.793470523110591,1705
"sus",1,1705,839,1705,1705,"num",6,0.50791788856305,0.01,0.793470523110591,1705
"fam",4,1705,548,427,1584,"num",6,0.50791788856305,0.01,0.793470523110591,1705
"nei",8,1705,642,214,1277,"num",6,0.50791788856305,0.01,0.793470523110591,1705
"buil",10,1705,526,171,1350,"num",6,0.50791788856305,0.01,0.793470523110591,1705
"infP",30,1705,630,57,1132,"num",6,0.50791788856305,0.01,0.793470523110591,1705
"sus",1,1705,712,1705,1705,"num",7,0.582404692082111,0.01,0.793470523110591,1705
"fam",1,1705,712,1705,1705,"num",7,0.582404692082111,0.01,0.793470523110591,1705
"nei",9,1705,502,190,1393,"num",7,0.582404692082111,0.01,0.793470523110591,1705
"buil",10,1705,396,171,1480,"num",7,0.582404692082111,0.01,0.793470523110591,1705
"infP",24,1705,528,72,1249,"num",7,0.582404692082111,0.01,0.793470523110591,1705
"sus",1,1705,594,1705,1705,"num",8,0.651612903225806,0.01,0.793470523110591,1705
"fam",1,1705,594,1705,1705,"num",8,0.651612903225806,0.01,0.793470523110591,1705
"buil",11,1705,286,155,1574,"num",8,0.651612903225806,0.01,0.793470523110591,1705
"infP",15,1705,420,114,1399,"num",8,0.651612903225806,0.01,0.793470523110591,1705
"nei",16,1705,284,107,1528,"num",8,0.651612903225806,0.01,0.793470523110591,1705
"sus",1,1705,465,1705,1705,"num",9,0.727272727272727,0.01,0.793470523110591,1705
"fam",1,1705,465,1705,1705,"num",9,0.727272727272727,0.01,0.793470523110591,1705
"buil",13,1705,154,132,1683,"num",9,0.727272727272727,0.01,0.793470523110591,1705
"nei",16,1705,188,107,1624,"num",9,0.727272727272727,0.01,0.793470523110591,1705
"infP",40,1705,280,43,1468,"num",9,0.727272727272727,0.01,0.793470523110591,1705
"sus",1,1705,289,1705,1705,"num",10,0.83049853372434,0.01,0.793470523110591,1705
"fam",1,1705,289,1705,1705,"num",10,0.83049853372434,0.01,0.793470523110591,1705
"buil",1,1705,289,1705,1705,"num",10,0.83049853372434,0.01,0.793470523110591,1705
"nei",16,1705,125,107,1687,"num",10,0.83049853372434,0.01,0.793470523110591,1705
"infP",45,1705,225,38,1518,"num",10,0.83049853372434,0.01,0.793470523110591,1705
"sus",1,1705,255,1705,1705,"num",11,0.850439882697947,0.01,0.793470523110591,1705
"fam",1,1705,255,1705,1705,"num",11,0.850439882697947,0.01,0.793470523110591,1705
"buil",1,1705,255,1705,1705,"num",11,0.850439882697947,0.01,0.793470523110591,1705
"nei",1,1705,255,1705,1705,"num",11,0.850439882697947,0.01,0.793470523110591,1705
"infP",30,1705,120,57,1642,"num",11,0.850439882697947,0.01,0.793470523110591,1705
"sus",1,1705,197,1705,1705,"num",12,0.884457478005865,0.01,0.793470523110591,1705
"fam",1,1705,197,1705,1705,"num",12,0.884457478005865,0.01,0.793470523110591,1705
"buil",1,1705,197,1705,1705,"num",12,0.884457478005865,0.01,0.793470523110591,1705
"nei",1,1705,197,1705,1705,"num",12,0.884457478005865,0.01,0.793470523110591,1705
"infP",54,1705,108,32,1629,"num",12,0.884457478005865,0.01,0.793470523110591,1705
"sus",1,1705,131,1705,1705,"num",13,0.92316715542522,0.01,0.793470523110591,1705
"fam",1,1705,131,1705,1705,"num",13,0.92316715542522,0.01,0.793470523110591,1705
"buil",1,1705,131,1705,1705,"num",13,0.92316715542522,0.01,0.793470523110591,1705
"nei",1,1705,131,1705,1705,"num",13,0.92316715542522,0.01,0.793470523110591,1705
"infP",1,1705,131,1705,1705,"num",13,0.92316715542522,0.01,0.793470523110591,1705
"sus",1,1705,99,1705,1705,"num",14,0.941935483870968,0.01,0.793470523110591,1705
"fam",1,1705,99,1705,1705,"num",14,0.941935483870968,0.01,0.793470523110591,1705
"buil",1,1705,99,1705,1705,"num",14,0.941935483870968,0.01,0.793470523110591,1705
"nei",1,1705,99,1705,1705,"num",14,0.941935483870968,0.01,0.793470523110591,1705
"infP",1,1705,99,1705,1705,"num",14,0.941935483870968,0.01,0.793470523110591,1705
"sus",10,1999,1809,200,390,"num",1,0.0100050025012506,0.01,0.721214252128266,1999
"buil",10,1999,1799,200,400,"num",1,0.0100050025012506,0.01,0.721214252128266,1999
"fam",11,1999,1801,182,380,"num",1,0.0100050025012506,0.01,0.721214252128266,1999
"nei",13,1999,1765,154,388,"num",1,0.0100050025012506,0.01,0.721214252128266,1999
"infP",46,1999,1864,44,179,"num",1,0.0100050025012506,0.01,0.721214252128266,1999
"sus",5,1999,1454,400,945,"num",2,0.0645322661330665,0.01,0.721214252128266,1999
"buil",5,1999,1549,400,850,"num",2,0.0645322661330665,0.01,0.721214252128266,1999
"fam",6,1999,1477,334,856,"num",2,0.0645322661330665,0.01,0.721214252128266,1999
"nei",6,1999,1430,334,903,"num",2,0.0645322661330665,0.01,0.721214252128266,1999
"infP",8,1999,1464,250,785,"num",2,0.0645322661330665,0.01,0.721214252128266,1999
"sus",1,1999,1356,1999,1999,"num",3,0.321660830415208,0.01,0.721214252128266,1999
"fam",4,1999,851,500,1648,"num",3,0.321660830415208,0.01,0.721214252128266,1999
"buil",6,1999,790,334,1543,"num",3,0.321660830415208,0.01,0.721214252128266,1999
"nei",8,1999,672,250,1577,"num",3,0.321660830415208,0.01,0.721214252128266,1999
"infP",10,1999,840,200,1359,"num",3,0.321660830415208,0.01,0.721214252128266,1999
"sus",1,1999,685,1999,1999,"num",4,0.657328664332166,0.01,0.721214252128266,1999
"fam",1,1999,685,1999,1999,"num",4,0.657328664332166,0.01,0.721214252128266,1999
"buil",1,1999,685,1999,1999,"num",4,0.657328664332166,0.01,0.721214252128266,1999
"nei",15,1999,180,134,1953,"num",4,0.657328664332166,0.01,0.721214252128266,1999
"infP",20,1999,280,100,1819,"num",4,0.657328664332166,0.01,0.721214252128266,1999
"sus",1,1999,287,1999,1999,"num",5,0.856428214107053,0.01,0.721214252128266,1999
"fam",1,1999,287,1999,1999,"num",5,0.856428214107053,0.01,0.721214252128266,1999
"buil",1,1999,287,1999,1999,"num",5,0.856428214107053,0.01,0.721214252128266,1999
"nei",1,1999,287,1999,1999,"num",5,0.856428214107053,0.01,0.721214252128266,1999
"infP",1,1999,287,1999,1999,"num",5,0.856428214107053,0.01,0.721214252128266,1999
