"sus","fam","inf","buil","nei","lng","lat","infFam","infBuil","infNei","invDist","infP"
1,1967,FALSE,420,187,161,191,0,0,1,0.0920072531624143,0.510498337588121
2,1173,FALSE,511,181,164,102,0,0,0,0.0755920840940604,0.619594677316885
3,519,FALSE,117,198,103,79,0,0,0,0.0915614273420841,0.408871104140154
4,1015,FALSE,438,43,106,173,0,0,0,0.0871468406710222,0.718605344940122
5,120,FALSE,172,83,59,140,0,0,1,0.0790202481967531,0.533502616998164
6,1109,FALSE,123,157,82,148,0,0,0,0.0806266722059588,0.452865574198697
7,1136,FALSE,39,51,99,27,0,0,0,0.0938724947466088,0.526030293270554
8,290,FALSE,408,46,198,94,0,0,0,0.0716098194147146,0.474838478092555
9,599,FALSE,110,95,169,33,0,0,0,0.0745548438969235,0.516595322579609
10,480,FALSE,766,109,73,36,0,0,0,0.0912337709669433,0.614248051746995
11,644,TRUE,453,100,54,104,6,16,89,0.085604559892829,0.924028936049042
12,418,FALSE,211,139,3,83,0,0,0,0.0937123722228726,0.609413041702172
13,76,FALSE,859,168,44,84,0,0,0,0.0848036827608235,0.580349795279387
14,1573,FALSE,836,3,91,159,0,0,0,0.0904376624704487,0.573918656105125
15,237,FALSE,136,80,117,49,0,0,0,0.0829941679403609,0.606915054707231
16,1442,FALSE,355,174,22,95,0,0,0,0.0971381730964246,0.530654233455761
17,327,FALSE,287,172,179,3,0,0,0,0.0932421119526173,0.546636759078098
18,1588,FALSE,515,24,109,172,0,0,0,0.0735251879250377,0.658896042608431
19,1903,FALSE,894,73,76,152,0,0,0,0.077206331056822,0.630243454606474
20,1927,FALSE,895,169,55,37,0,0,0,0.0726442678490445,0.602391973242395
21,852,FALSE,654,137,61,197,0,0,0,0.0764811509180616,0.658105747989575
22,987,FALSE,1,151,88,42,0,0,0,0.0933829229360678,0.596136782987613
23,276,FALSE,311,149,71,108,0,3,4,0.0786748065769999,0.602854661735342
24,1076,FALSE,716,58,45,15,0,0,0,0.0870893446953594,0.605234970491604
25,110,FALSE,57,67,143,99,0,0,0,0.0826372286016341,0.524501699238406
26,226,FALSE,201,134,180,38,0,0,0,0.075544822492641,0.549812508035731
27,1014,FALSE,117,198,103,79,0,0,0,0.0741953998423013,0.640119673459409
28,1323,FALSE,326,19,118,40,0,0,0,0.0809785165152652,0.564357007203067
29,160,FALSE,459,158,20,150,0,0,0,0.0797518713010056,0.579847315475776
30,1560,FALSE,213,163,58,149,0,0,2,0.0931037888945144,0.685929469697529
31,463,FALSE,256,148,192,196,0,0,0,0.0889864278368168,0.62769618481046
32,618,FALSE,267,187,161,191,1,1,1,0.0749662701466106,0.669071698864611
33,1751,FALSE,89,154,69,11,0,0,0,0.091107016692021,0.436474584014125
34,1204,FALSE,527,95,169,33,0,0,0,0.0956894153821032,0.63814728549166
35,547,FALSE,638,68,39,65,0,0,0,0.0897588481312538,0.577259341953923
36,1771,FALSE,942,55,190,1,0,0,0,0.0990743318918274,0.59947781003959
37,660,FALSE,171,27,19,182,0,0,0,0.0800474784157392,0.447496511381395
38,1417,FALSE,195,61,123,86,0,0,0,0.108564508559782,0.576325737662235
39,1620,FALSE,973,137,61,197,0,0,0,0.0938724947466088,0.470353509654664
40,1076,FALSE,716,58,45,15,0,0,0,0.0606581817872789,0.584906056176534
41,1810,FALSE,362,178,34,89,0,0,0,0.0788324844656117,0.704339448417047
42,976,FALSE,641,183,46,47,0,0,0,0.0698540544577156,0.628774037934182
43,1971,FALSE,182,25,101,76,0,0,0,0.0956894153821032,0.598894078924193
44,799,FALSE,183,59,31,130,0,0,0,0.0871199049055316,0.551025364033492
45,1322,FALSE,55,78,110,122,0,0,0,0.0790328578012999,0.634919899080977
46,1194,FALSE,525,96,135,156,0,0,0,0.0624232183791819,0.447706657652167
47,655,FALSE,666,76,98,5,0,0,0,0.0755399172935652,0.52507547239057
48,1358,FALSE,140,59,31,130,0,0,0,0.0808407985864472,0.501624888758837
49,873,FALSE,268,4,154,129,0,0,0,0.0718969956765922,0.623173802663672
50,1986,FALSE,473,83,59,140,0,0,1,0.0846255763134779,0.487240655879732
51,828,FALSE,332,151,88,42,0,0,0,0.0829941679403609,0.570299643262914
52,740,TRUE,825,39,200,166,9,15,102,0.0990743318918274,0.99998946001993
53,1786,FALSE,415,174,22,95,0,0,0,0.0884669459363567,0.696027086797136
54,601,FALSE,40,41,151,177,1,1,2,0.0848036827608235,0.593718105228504
55,1409,FALSE,550,189,8,57,0,0,0,0.0904376624704487,0.597391460975765
56,515,FALSE,83,34,25,127,0,0,0,0.0855397620254176,0.336816073876169
57,1404,FALSE,256,148,192,196,0,0,0,0.0921778532358897,0.587224284885618
58,1084,FALSE,139,129,53,133,0,0,0,0.0904376624704487,0.517930474254704
59,971,FALSE,398,192,162,193,0,0,0,0.0848036827608235,0.553071976749307
60,589,FALSE,296,185,153,126,0,0,0,0.0828973411524041,0.499701139040316
61,1183,FALSE,658,134,180,38,0,0,0,0.0684268131923095,0.609078760348111
62,1573,FALSE,836,3,91,159,0,0,0,0.0746152698418388,0.656723017164645
63,1789,FALSE,877,104,114,7,0,0,0,0.0848036827608235,0.526514104068009
64,1273,FALSE,458,45,105,119,1,1,4,0.0993663816251029,0.680887495092197
65,1930,FALSE,372,183,46,47,0,0,0,0.0962102539364778,0.607619795767596
66,1768,FALSE,866,102,156,8,0,0,0,0.0828973411524041,0.535167170845949
67,196,FALSE,454,160,191,59,0,0,0,0.081752830095276,0.612090402878206
68,233,FALSE,327,83,59,140,0,0,1,0.081218710728283,0.602890289251315
69,880,FALSE,238,65,77,183,0,0,0,0.0893021067993836,0.413183759255745
70,1104,FALSE,746,2,142,147,0,0,2,0.0624232183791819,0.55169141777322
71,938,FALSE,94,167,175,72,0,0,0,0.0822148334486994,0.543822308550685
72,1395,FALSE,38,189,8,57,0,0,0,0.0784816344966753,0.634857253969159
73,760,FALSE,684,11,149,44,0,0,1,0.0684268131923095,0.578409375980113
74,497,FALSE,924,141,33,125,0,0,0,0.0853436088126607,0.40490807244121
75,768,FALSE,607,51,99,27,0,0,0,0.0889864278368168,0.607380377153209
76,1839,FALSE,771,80,117,49,0,0,0,0.0931037888945144,0.553466687395543
77,143,FALSE,853,128,95,105,0,0,0,0.0990743318918274,0.408187705439415
78,725,TRUE,871,39,200,166,7,21,102,0.0941214463746146,0.999999669523165
79,1549,FALSE,844,28,137,111,0,0,3,0.0962102539364778,0.592813086966551
80,1392,TRUE,215,126,113,71,1,1,1,0.0838654531405034,0.803361209859193
81,1139,FALSE,365,105,32,20,0,0,0,0.0800474784157392,0.540527355332157
82,1892,TRUE,310,100,54,104,4,22,89,0.0912337709669433,0.99890807354269
83,1035,FALSE,923,33,23,78,0,0,0,0.0903652288313932,0.591882753158181
84,553,FALSE,473,83,59,140,0,0,1,0.0876134018789789,0.457929895695598
85,1783,FALSE,836,3,91,159,0,0,0,0.0806266722059588,0.663035916827088
86,882,FALSE,329,164,165,12,0,0,0,0.0797267496139331,0.394003873719422
87,1410,FALSE,517,151,88,42,0,0,0,0.0893021067993836,0.616887242542758
88,1339,FALSE,403,125,28,46,0,0,0,0.076012523854172,0.46508318472827
89,148,FALSE,528,154,69,11,0,0,0,0.0587743311186124,0.48330662090031
90,946,FALSE,896,72,150,34,0,0,6,0.0933829229360678,0.775346375020292
91,881,TRUE,982,44,11,45,4,12,96,0.0774871570371913,0.999998488543633
92,1392,FALSE,215,126,113,71,1,1,1,0.0809840701890192,0.451601360231995
93,1465,FALSE,802,115,128,9,0,0,0,0.0870893446953594,0.493107325867989
94,1476,FALSE,126,30,102,51,0,0,0,0.0869116672050937,0.53770372143387
95,416,FALSE,593,113,146,174,0,0,0,0.0818924977624548,0.444762659585581
96,1529,FALSE,163,90,4,158,0,0,0,0.0914092463165383,0.520776168411133
97,1142,FALSE,206,81,189,61,0,0,0,0.0791938591681173,0.515776061661085
98,927,FALSE,729,170,183,114,0,0,0,0.0981820072195597,0.593835419580281
99,1464,TRUE,358,44,11,45,6,6,96,0.0822148334486994,0.999998907297231
100,546,FALSE,949,83,59,140,0,0,1,0.0805221784117377,0.5052670653871
101,1594,FALSE,297,109,73,36,0,0,0,0.0799790864006301,0.617578292715665
102,1018,FALSE,153,177,15,116,0,0,0,0.0871468406710222,0.50097803693402
103,794,FALSE,666,76,98,5,0,0,0,0.0905200522615117,0.647356810240515
104,1856,FALSE,866,102,156,8,0,0,0,0.0764998315369362,0.65022631301218
105,1310,FALSE,434,152,37,146,0,0,0,0.0914092463165383,0.603380237628145
106,411,FALSE,401,165,144,186,0,0,1,0.0897331443670147,0.516966718251099
107,1505,TRUE,315,112,159,67,9,9,94,0.0876134018789789,0.978472341273414
108,1343,FALSE,106,79,9,110,0,0,0,0.081218710728283,0.60065200847841
109,1566,FALSE,568,63,163,75,0,0,0,0.0735251879250377,0.487144427259212
110,1884,FALSE,110,95,169,33,0,0,0,0.0846255763134779,0.676440143820922
111,1130,FALSE,5,1,42,106,0,0,0,0.0971381730964246,0.597687758967144
112,1577,FALSE,33,185,153,126,0,0,0,0.0818924977624548,0.68240356540508
113,1002,FALSE,497,101,173,30,0,0,0,0.0932776247071665,0.450606144999658
114,142,FALSE,762,167,175,72,0,0,0,0.082418758283463,0.545880874103014
115,1233,FALSE,301,196,158,100,0,0,0,0.0770472090501032,0.64843009752578
116,1968,FALSE,554,148,192,196,0,0,0,0.0832749233613349,0.636014630550293
117,1584,FALSE,288,48,67,179,0,0,0,0.0780430011313393,0.603838193151737
118,637,FALSE,562,172,179,3,0,0,0,0.082479688168395,0.508934556663357
119,720,FALSE,233,172,179,3,0,0,0,0.0863896767369111,0.59772822034354
120,1212,FALSE,497,101,173,30,0,0,0,0.0889396405116848,0.537478890558958
121,508,FALSE,136,80,117,49,0,0,0,0.0978314611479547,0.645971996816794
122,511,FALSE,926,107,7,160,0,0,3,0.075544822492641,0.698049142168497
123,1003,FALSE,419,187,161,191,0,0,1,0.0698540544577156,0.656841524156084
124,781,FALSE,697,47,132,81,0,0,1,0.0834832761573292,0.403058028326504
125,1888,FALSE,236,126,113,71,0,0,1,0.0848036827608235,0.409181698714108
126,861,FALSE,284,164,165,12,0,0,0,0.082418758283463,0.617089273064769
127,1362,TRUE,760,112,159,67,4,22,94,0.098432184016053,0.97144460562523
128,1246,FALSE,481,99,5,43,0,0,0,0.0788324844656117,0.650869756478569
129,1647,FALSE,827,117,174,14,0,0,0,0.0823786273618653,0.490885372181022
130,1229,TRUE,953,112,159,67,4,9,94,0.10155729748758,0.952939767594224
131,862,FALSE,819,109,73,36,0,0,0,0.078833617503493,0.472847639783261
132,1568,FALSE,194,192,162,193,0,0,0,0.0841622535176161,0.578971473266717
133,1,FALSE,456,67,143,99,0,0,0,0.0990743318918274,0.533955219497245
134,31,FALSE,589,159,35,128,0,0,0,0.0803312838477477,0.686743470511375
135,722,FALSE,113,197,136,97,0,0,2,0.0962102539364778,0.436881719773429
136,777,FALSE,669,104,114,7,0,0,0,0.083023497561333,0.540441614597795
137,223,FALSE,165,153,21,142,0,0,0,0.100988669942421,0.605007903679233
138,137,FALSE,698,65,77,183,0,0,0,0.0848870264568826,0.555623046511319
139,1058,FALSE,330,169,55,37,0,0,0,0.0840545208649328,0.656868757402323
140,551,FALSE,818,190,108,101,2,6,12,0.0805221784117377,0.705752591707982
141,1464,TRUE,358,44,11,45,6,6,96,0.0818924977624548,0.999998052467571
142,1015,FALSE,438,43,106,173,0,0,0,0.0978314611479547,0.495086237541784
143,1078,FALSE,809,174,22,95,0,0,0,0.08394246057689,0.395737598869665
144,1140,FALSE,199,40,199,41,0,0,0,0.077206331056822,0.451742404022489
145,1419,FALSE,753,140,193,154,0,0,0,0.0993663816251029,0.570718254886484
146,1568,FALSE,194,192,162,193,0,0,0,0.074361140548443,0.537957025597158
147,1832,FALSE,401,165,144,186,0,0,1,0.0702049894761971,0.470071835511113
148,673,FALSE,777,80,117,49,0,0,0,0.0805221784117377,0.403941228738998
149,1486,FALSE,503,173,187,107,0,0,0,0.0768275729872483,0.580643611173119
150,1523,FALSE,941,66,63,170,0,0,2,0.0799716815817275,0.538448877479107
151,652,FALSE,236,126,113,71,0,0,1,0.0956894153821032,0.534006598961672
152,364,FALSE,954,99,5,43,0,0,0,0.0700587853767183,0.505862708858344
153,1630,FALSE,181,15,112,184,0,0,4,0.100812456037827,0.590059590765637
154,1414,FALSE,276,125,28,46,0,0,0,0.0897626956303476,0.551029179938053
155,1557,FALSE,238,65,77,183,0,0,0,0.0903652288313932,0.684202473525594
156,1335,FALSE,824,64,72,139,0,0,0,0.0870360889196701,0.577423931889202
157,1751,FALSE,89,154,69,11,0,0,0,0.090910892328356,0.572158257646084
158,782,FALSE,969,180,29,137,0,0,0,0.08680182800863,0.461165414301331
159,446,TRUE,508,199,6,163,7,7,108,0.105296826539831,0.999999645548297
160,1109,FALSE,123,157,82,148,0,0,0,0.0797776475623587,0.429030487667116
161,1332,FALSE,905,88,122,22,0,0,0,0.0806266722059588,0.521599636501603
162,45,FALSE,969,180,29,137,0,0,0,0.0838654531405034,0.490683061566257
163,1668,FALSE,712,32,127,63,0,0,1,0.0768275729872483,0.632298538401485
164,1061,FALSE,518,127,66,32,0,0,1,0.0904376624704487,0.473792179258748
165,1526,FALSE,1000,156,129,123,0,0,0,0.0702049894761971,0.666888165381749
166,1661,FALSE,46,62,13,164,0,0,0,0.0935946496638138,0.468546231124386
167,308,FALSE,430,97,36,136,2,2,2,0.0848036827608235,0.707666579349301
168,1653,FALSE,711,79,9,110,0,0,0,0.0784816344966753,0.597398810318083
169,1767,FALSE,209,1,42,106,0,0,0,0.0818924977624548,0.579248083175931
170,1365,FALSE,747,95,169,33,0,0,0,0.0797267496139331,0.687459582040378
171,1953,FALSE,998,146,184,64,0,0,0,0.0746152698418388,0.571015232609664
172,1558,FALSE,27,120,100,151,0,0,0,0.0606581817872789,0.576004233214052
173,1523,FALSE,941,66,63,170,0,0,2,0.0846255763134779,0.568077481385127
174,874,FALSE,29,24,109,172,0,0,0,0.079022311343971,0.497619813000517
175,1208,TRUE,310,100,54,104,3,22,89,0.082479688168395,0.996898725271919
176,1696,FALSE,229,184,120,10,0,0,0,0.0790202481967531,0.50488780601625
177,99,FALSE,721,88,122,22,0,0,0,0.0857610035137983,0.710346699381462
178,1713,FALSE,729,170,183,114,0,0,0,0.0876134018789789,0.635235252153982
179,701,FALSE,278,16,160,69,0,0,0,0.0870360889196701,0.558128930384585
180,1724,FALSE,15,42,12,24,0,0,2,0.079022311343971,0.667252121669771
181,73,TRUE,115,10,68,39,7,18,76,0.0848036827608235,0.999999516767463
182,1060,FALSE,620,96,135,156,0,0,0,0.0912337709669433,0.430205281386217
183,1800,FALSE,711,79,9,110,0,0,0,0.0842269252171405,0.561205797660915
184,1979,FALSE,792,163,58,149,0,0,2,0.108564508559782,0.725940071714401
185,848,FALSE,149,70,60,175,0,0,0,0.0825237679195895,0.5651717330992
186,1349,FALSE,93,158,20,150,0,0,0,0.0778694720462024,0.580903543085348
187,1809,FALSE,71,133,80,88,0,0,0,0.0764998315369362,0.599916300078848
188,22,FALSE,113,197,136,97,0,0,2,0.0828958896262966,0.590157625407671
189,1965,FALSE,120,103,1,53,0,0,0,0.0764811509180616,0.599202594811689
190,294,TRUE,382,143,41,54,1,1,1,0.0799070400496662,0.800537390793053
191,1392,FALSE,215,126,113,71,1,1,1,0.0799716815817275,0.773780418381339
192,593,FALSE,643,23,96,200,0,0,0,0.0710160778467183,0.645038126995897
193,461,FALSE,112,31,188,165,0,0,0,0.10155729748758,0.658059310082521
194,1098,FALSE,432,111,157,28,0,0,0,0.0932776247071665,0.646833055252237
195,655,FALSE,666,76,98,5,0,0,0,0.0884669459363567,0.561280699840574
196,1717,FALSE,882,184,120,10,0,0,0,0.0848036827608235,0.51085570699209
197,1425,FALSE,908,194,133,96,0,0,8,0.0791949570289093,0.698400499465808
198,1470,FALSE,980,29,18,198,0,0,0,0.077206331056822,0.670719776405894
199,213,FALSE,52,83,59,140,0,0,1,0.0726442678490445,0.588889886435493
200,1646,FALSE,481,99,5,43,0,0,0,0.079022311343971,0.316604041608224
201,509,FALSE,33,185,153,126,0,0,0,0.0883595502932049,0.63204404981629
202,94,FALSE,865,41,151,177,0,0,2,0.077206331056822,0.623091651860817
203,138,FALSE,466,140,193,154,0,0,0,0.0932095615542382,0.39994385971944
204,352,FALSE,553,194,133,96,0,0,8,0.083023497561333,0.657984970690027
205,990,FALSE,387,49,38,176,0,0,0,0.0684268131923095,0.51238157703821
206,594,FALSE,954,99,5,43,0,0,0,0.0818924977624548,0.516671718108293
207,1618,FALSE,398,192,162,193,0,0,0,0.0606581817872789,0.467317750022122
208,1651,FALSE,402,182,83,199,0,0,0,0.0806266722059588,0.615352856532739
209,1348,FALSE,987,94,182,103,0,0,0,0.0799790864006301,0.383543691268667
210,93,FALSE,736,98,139,66,0,0,0,0.0587743311186124,0.51238123243805
211,901,FALSE,156,65,77,183,0,0,0,0.0830335729812126,0.646466145343647
212,1080,FALSE,395,192,162,193,0,0,0,0.0848036827608235,0.604207084656836
213,114,FALSE,945,186,16,70,0,0,0,0.082479688168395,0.385226092793666
214,1564,FALSE,883,106,170,134,0,0,0,0.0713088027928041,0.584496926870868
215,1614,FALSE,238,65,77,183,0,0,0,0.100988669942421,0.635705973619161
216,780,FALSE,661,31,188,165,0,0,0,0.0702049894761971,0.69587834578174
217,2000,FALSE,246,17,47,180,0,0,0,0.0700587853767183,0.675894199507382
218,1825,FALSE,566,61,123,86,0,0,0,0.0799790864006301,0.517053984446508
219,437,FALSE,319,97,36,136,0,0,2,0.0871468406710222,0.686673569498339
220,1222,FALSE,345,127,66,32,1,1,1,0.0879117231603782,0.567204147349981
221,1730,FALSE,941,66,63,170,0,0,2,0.0876134018789789,0.504621622065996
222,435,FALSE,738,8,196,117,0,0,0,0.0829941679403609,0.562377936250493
223,154,FALSE,915,169,55,37,0,0,0,0.0966015944740857,0.591194151655108
224,149,FALSE,879,84,81,155,0,0,0,0.078833617503493,0.50652809996354
225,467,FALSE,732,127,66,32,0,0,1,0.0803312838477477,0.623854660288382
226,605,FALSE,392,182,83,199,0,0,0,0.091961069648579,0.669261248170581
227,1676,FALSE,20,181,164,102,0,0,0,0.0828958896262966,0.727527310830761
228,58,FALSE,217,95,169,33,0,0,0,0.082418758283463,0.676830577300501
229,769,FALSE,945,186,16,70,0,0,0,0.081218710728283,0.326752428783177
230,1409,FALSE,550,189,8,57,0,0,0,0.122813475940975,0.601232316493422
231,1035,FALSE,923,33,23,78,0,0,0,0.0818924977624548,0.581279206859525
232,1917,FALSE,67,130,104,113,0,0,0,0.0624232183791819,0.420739755412344
233,1108,FALSE,483,3,91,159,0,0,0,0.0935918310748825,0.532887546067183
234,425,FALSE,618,127,66,32,0,0,1,0.0884669459363567,0.511072605851143
235,1147,FALSE,628,15,112,184,0,0,4,0.0809840701890192,0.43370646128439
236,1452,FALSE,915,169,55,37,0,0,0,0.0920072531624143,0.576806207724863
237,1793,FALSE,630,30,102,51,0,0,0,0.0741953998423013,0.483070599045764
238,20,FALSE,699,68,39,65,0,0,0,0.0893021067993836,0.480211465006686
239,1832,FALSE,401,165,144,186,0,0,1,0.0828958896262966,0.568336026484556
240,509,FALSE,33,185,153,126,0,0,0,0.0587743311186124,0.439933910057605
241,1168,FALSE,58,58,45,15,0,0,0,0.0826372286016341,0.571936796022403
242,594,FALSE,954,99,5,43,0,0,0,0.0790202481967531,0.528461279930962
243,464,FALSE,101,26,17,109,0,1,9,0.0857610035137983,0.633307806922563
244,50,FALSE,286,147,148,87,0,0,0,0.0701872043433794,0.579170031979316
245,949,FALSE,738,8,196,117,0,0,0,0.0809113708290593,0.47042431696911
246,1862,FALSE,435,144,172,161,0,0,0,0.082418758283463,0.567098855882294
247,999,FALSE,6,163,58,149,0,0,2,0.0920072531624143,0.658242652681049
248,1201,FALSE,302,156,129,123,0,0,0,0.0797776475623587,0.7005646369779
249,583,FALSE,617,153,21,142,0,0,0,0.0790202481967531,0.643346207974592
250,847,FALSE,93,158,20,150,0,0,0,0.08394246057689,0.544715070590266
251,448,FALSE,634,54,75,17,0,0,0,0.0921778532358897,0.616471970019029
252,967,FALSE,735,84,81,155,0,0,0,0.0831707975044816,0.600253129120213
253,741,FALSE,591,36,171,2,0,0,0,0.0716098194147146,0.391934376196266
254,427,FALSE,15,42,12,24,0,0,2,0.0941214463746146,0.618717043116853
255,1412,FALSE,130,83,59,140,0,1,1,0.082418758283463,0.652037896247742
256,1513,FALSE,926,107,7,160,0,0,3,0.0624232183791819,0.435815197821401
257,1248,FALSE,321,90,4,158,0,0,0,0.0970164315544158,0.701111362118489
258,481,FALSE,643,23,96,200,0,0,0,0.0829941679403609,0.518965980237893
259,1103,FALSE,844,28,137,111,0,0,3,0.079022311343971,0.633875252333146
260,1098,FALSE,432,111,157,28,0,0,0,0.0897588481312538,0.534798427418557
261,1400,FALSE,852,96,135,156,0,0,0,0.0701872043433794,0.585523776434576
262,1735,FALSE,225,176,121,80,0,0,0,0.0869116672050937,0.3854647717263
263,703,FALSE,824,64,72,139,0,0,0,0.100988669942421,0.526969009864635
264,1991,TRUE,613,112,159,67,7,31,94,0.0855397620254176,0.99999652450688
265,1435,FALSE,802,115,128,9,0,0,0,0.105296826539831,0.606579022479593
266,1744,FALSE,154,49,38,176,0,0,0,0.0966015944740857,0.635313499976973
267,1183,FALSE,658,134,180,38,0,0,0,0.0879117231603782,0.611222962416412
268,1354,FALSE,264,106,170,134,0,0,0,0.0700007699283336,0.455677455837186
269,749,FALSE,502,80,117,49,0,0,0,0.0921778532358897,0.633613852764807
270,892,FALSE,220,63,163,75,0,0,0,0.082418758283463,0.667569486269161
271,1255,FALSE,822,25,101,76,0,0,0,0.0702049894761971,0.537398862630998
272,1158,FALSE,649,150,43,131,0,0,0,0.0809113708290593,0.494185059128673
273,116,FALSE,403,125,28,46,0,0,0,0.0875756238363734,0.437163197933717
274,3,FALSE,986,185,153,126,0,0,0,0.0848036827608235,0.529678480087154
275,794,FALSE,666,76,98,5,0,0,0,0.0901614914249489,0.550960009617038
276,1173,FALSE,511,181,164,102,0,0,0,0.0770472090501032,0.530380353065339
277,520,FALSE,664,156,129,123,0,0,0,0.0788324844656117,0.390198800674343
278,430,FALSE,261,102,156,8,0,0,0,0.0826372286016341,0.569214664181652
279,1516,FALSE,815,139,3,83,0,0,0,0.0770472090501032,0.548915109346651
280,395,FALSE,158,82,134,195,0,0,1,0.0764998315369362,0.650769905092001
281,648,FALSE,179,172,179,3,0,0,0,0.0780430011313393,0.63627039334935
282,1225,FALSE,422,20,166,52,0,0,0,0.0926851203356423,0.530770868227175
283,1421,FALSE,40,41,151,177,0,1,2,0.0716098194147146,0.502793983262641
284,1588,FALSE,515,24,109,172,0,0,0,0.0871468406710222,0.480907682245316
285,1549,FALSE,844,28,137,111,0,0,3,0.0791938591681173,0.737676985361441
286,836,FALSE,708,182,83,199,0,0,0,0.0746152698418388,0.669803737307053
287,1462,FALSE,414,168,44,84,0,0,0,0.0882029847950071,0.550380737014376
288,622,FALSE,747,95,169,33,0,0,0,0.0698540544577156,0.589658881732448
289,1095,FALSE,317,88,122,22,0,0,0,0.0966015944740857,0.58596439808056
290,1490,FALSE,686,73,76,152,0,0,0,0.0684268131923095,0.531192214016897
291,1578,FALSE,634,54,75,17,0,0,0,0.0587743311186124,0.338396347222149
292,1705,FALSE,171,27,19,182,0,0,0,0.0927109811407707,0.465454412459659
293,804,FALSE,131,58,45,15,0,0,0,0.0791938591681173,0.424477491742576
294,1089,FALSE,849,96,135,156,0,0,0,0.0800474784157392,0.480840498537359
295,329,FALSE,442,61,123,86,0,0,0,0.0701872043433794,0.483201174066305
296,1979,FALSE,792,163,58,149,0,0,2,0.0710160778467183,0.570297381534011
297,1936,FALSE,149,70,60,175,0,0,0,0.0774150202055672,0.642978929938302
298,1152,FALSE,992,131,48,73,0,0,0,0.0933829229360678,0.572181917791017
299,44,FALSE,244,60,87,92,0,0,0,0.0788324844656117,0.490051931608421
300,209,FALSE,464,162,26,112,0,0,0,0.0788324844656117,0.435454522897974
301,890,FALSE,114,77,124,121,0,0,0,0.090910892328356,0.427541974588192
302,435,FALSE,738,8,196,117,0,0,0,0.082418758283463,0.491577865022766
303,847,FALSE,93,158,20,150,0,0,0,0.0932421119526173,0.656152309348363
304,1022,FALSE,734,162,26,112,0,0,0,0.0935918310748825,0.556692780958007
305,1223,FALSE,463,127,66,32,0,0,1,0.0800474784157392,0.571858420345935
306,427,FALSE,15,42,12,24,0,0,2,0.0932421119526173,0.570770702675335
307,1867,FALSE,721,88,122,22,0,0,0,0.093774098715575,0.41664468355807
308,1351,FALSE,132,129,53,133,0,0,0,0.0871468406710222,0.437834413008369
309,1428,FALSE,559,155,186,85,0,0,0,0.0809785165152652,0.567639197531801
310,1115,FALSE,579,4,154,129,0,0,0,0.0713088027928041,0.590832215457211
311,147,FALSE,583,71,131,190,0,0,0,0.0700007699283336,0.597867177569187
312,1279,FALSE,7,45,105,119,2,3,4,0.0830335729812126,0.756159892756371
313,1454,FALSE,824,64,72,139,0,0,0,0.081752830095276,0.689801099199014
314,659,TRUE,367,112,159,67,7,23,94,0.0807209627714674,0.978626918012375
315,1546,FALSE,633,191,85,25,0,0,0,0.0993663816251029,0.540680614929877
316,1558,FALSE,27,120,100,151,0,0,0,0.0834832761573292,0.512487157515488
317,299,FALSE,298,98,139,66,0,0,0,0.0920072531624143,0.490234741969822
318,946,FALSE,896,72,150,34,0,0,6,0.10155729748758,0.681551114651827
319,926,TRUE,752,39,200,166,8,18,102,0.0981820072195597,0.99999613290546
320,180,FALSE,26,42,12,24,2,2,2,0.0855397620254176,0.696278750920791
321,1156,FALSE,545,32,127,63,0,1,1,0.077206331056822,0.332840623412636
322,1594,FALSE,297,109,73,36,0,0,0,0.0809785165152652,0.494949988946793
323,1477,FALSE,751,151,88,42,0,0,0,0.0803312838477477,0.636860067419503
324,1388,FALSE,205,145,84,91,0,0,0,0.083023497561333,0.774032958240991
325,1354,FALSE,264,106,170,134,0,0,0,0.0826372286016341,0.604710434687853
326,886,FALSE,353,67,143,99,0,0,0,0.0848870264568826,0.564580720821547
327,1495,FALSE,221,163,58,149,0,2,2,0.0990743318918274,0.657373994402187
328,523,TRUE,856,199,6,163,3,18,108,0.0870360889196701,0.999999741504056
329,426,FALSE,381,160,191,59,0,0,0,0.0870893446953594,0.583453820185484
330,1372,FALSE,646,60,87,92,0,0,0,0.0897331443670147,0.613124884513051
331,1806,FALSE,262,7,167,18,0,0,0,0.0746152698418388,0.643441264464852
332,1235,FALSE,813,169,55,37,0,0,0,0.0809405854175867,0.542991891541557
333,1683,FALSE,993,8,196,117,0,0,0,0.0965464736709721,0.607160933519601
334,1399,FALSE,863,146,184,64,0,0,0,0.077206331056822,0.701155430020304
335,104,FALSE,497,101,173,30,0,0,0,0.0892225484062927,0.448848262024934
336,692,FALSE,327,83,59,140,0,0,1,0.0990743318918274,0.439924061270956
337,437,FALSE,319,97,36,136,0,0,2,0.0912337709669433,0.547924316367234
338,1967,FALSE,420,187,161,191,0,0,1,0.0935946496638138,0.783311204057998
339,1287,FALSE,888,15,112,184,0,1,4,0.0897588481312538,0.628123778713162
340,1102,FALSE,495,50,56,23,0,0,0,0.0901614914249489,0.498248071948609
341,40,FALSE,244,60,87,92,0,0,0,0.0780430011313393,0.552960486401528
342,293,FALSE,314,116,57,98,0,0,0,0.0701872043433794,0.497880718481162
343,490,FALSE,744,97,36,136,0,0,2,0.0798084755565361,0.552237075641794
344,541,FALSE,419,187,161,191,0,0,1,0.0684268131923095,0.356743316934491
345,427,FALSE,15,42,12,24,0,0,2,0.0693649276082684,0.690812935502365
