"sus","fam","inf","buil","nei","lng","lat","infFam","infBuil","infNei","invDist","infP"
4684,582,FALSE,347,2,142,147,0,0,2,0.0940732796562552,0.558372118461469
4685,250,TRUE,768,193,90,35,8,8,106,0.0871468406710222,0.999999718780213
4686,221,FALSE,212,155,186,85,0,0,0,0.0848036827608235,0.55155830206827
4687,737,FALSE,643,23,96,200,0,0,0,0.0830335729812126,0.579398084762148
4688,1515,FALSE,419,187,161,191,0,0,1,0.0884669459363567,0.567210503182579
4689,418,FALSE,211,139,3,83,0,0,0,0.0809113708290593,0.470867700964179
4690,24,FALSE,526,147,148,87,0,0,0,0.0790553433331358,0.478937384846147
4691,1326,FALSE,910,64,72,139,0,0,0,0.0889864278368168,0.479680482831239
4692,684,FALSE,631,48,67,179,0,0,0,0.0784816344966753,0.716522463496392
4693,438,FALSE,551,76,98,5,0,0,0,0.0718969956765922,0.384280892059745
4694,288,FALSE,598,50,56,23,0,0,0,0.0720772130130935,0.642726074064024
4695,1065,FALSE,140,59,31,130,0,0,0,0.0809113708290593,0.516723587037275
4696,1004,FALSE,569,93,194,168,0,0,0,0.0700587853767183,0.579021897389854
4697,422,FALSE,190,69,181,189,0,0,0,0.0755399172935652,0.658438895181747
4698,1677,FALSE,285,93,194,168,0,0,0,0.0981820072195597,0.571817892897612
4699,714,TRUE,160,44,11,45,8,8,96,0.0798084755565361,0.999999414304182
4700,169,FALSE,469,15,112,184,0,2,4,0.0901614914249489,0.526494847047785
4701,1289,FALSE,823,80,117,49,0,0,0,0.0809785165152652,0.625824150486775
4702,134,FALSE,926,107,7,160,0,0,3,0.0701872043433794,0.5450474265755
4703,1235,FALSE,813,169,55,37,0,0,0,0.0829941679403609,0.626404835079243
4704,1017,FALSE,730,107,7,160,0,0,3,0.0829941679403609,0.561956625367844
4705,788,FALSE,342,190,108,101,0,0,12,0.0749662701466106,0.77418965237871
4706,1743,FALSE,145,86,116,31,0,0,2,0.0790328578012999,0.591934013945249
4707,352,FALSE,553,194,133,96,0,0,8,0.0940732796562552,0.69798110753329
4708,1058,FALSE,330,169,55,37,0,0,0,0.0871468406710222,0.677557321090376
4709,1897,FALSE,620,96,135,156,0,0,0,0.108564508559782,0.491478173262723
4710,847,FALSE,93,158,20,150,0,0,0,0.0882029847950071,0.453648631662121
4711,960,FALSE,654,137,61,197,0,0,0,0.077206331056822,0.507357611000082
4712,1059,FALSE,440,17,47,180,0,0,0,0.105296826539831,0.682532086083157
4713,714,TRUE,160,44,11,45,8,8,96,0.0883595502932049,0.999999582075007
4714,943,FALSE,218,128,95,105,0,0,0,0.0954706870753404,0.53090808113356
4715,1892,TRUE,310,100,54,104,4,22,89,0.0941214463746146,0.999032452010568
4716,1884,FALSE,110,95,169,33,0,0,0,0.103321099543397,0.532428315223796
4717,1154,FALSE,78,38,111,6,0,0,0,0.0933829229360678,0.607518034627986
4718,153,FALSE,691,54,75,17,0,0,0,0.0889396405116848,0.576667341319649
4719,1116,FALSE,108,103,1,53,0,0,0,0.0797267496139331,0.613545681940795
4720,1538,FALSE,975,128,95,105,0,0,0,0.0790553433331358,0.53727510992561
4721,444,FALSE,273,164,165,12,0,0,0,0.0825465245005115,0.596326158355443
4722,763,FALSE,261,102,156,8,0,0,0,0.074361140548443,0.625423391398689
4723,1637,FALSE,627,127,66,32,0,0,1,0.0978314611479547,0.562090199423687
4724,1217,FALSE,973,137,61,197,0,0,0,0.0954706870753404,0.578001826506334
4725,1466,FALSE,46,62,13,164,0,0,0,0.078833617503493,0.586973773828171
4726,13,FALSE,528,154,69,11,0,0,0,0.0848036827608235,0.644989716190497
4727,1862,FALSE,435,144,172,161,0,0,0,0.0693649276082684,0.503240398917748
4728,694,FALSE,225,176,121,80,0,0,0,0.0716098194147146,0.678761257664015
4729,1382,FALSE,838,93,194,168,0,0,0,0.0993663816251029,0.531708624166614
4730,1893,FALSE,451,78,110,122,0,0,0,0.0677260917634345,0.46438411581881
4731,877,FALSE,82,180,29,137,0,0,0,0.0797267496139331,0.564721694751202
4732,1312,FALSE,70,88,122,22,0,0,0,0.0788324844656117,0.600548075379535
4733,1417,FALSE,195,61,123,86,0,0,0,0.0809840701890192,0.69763591985667
4734,1459,FALSE,683,7,167,18,0,0,0,0.0840545208649328,0.580379426608807
4735,568,FALSE,523,42,12,24,0,0,2,0.0797329068458783,0.65146443026573
4736,1357,FALSE,76,156,129,123,0,0,0,0.0788324844656117,0.551319126450015
4737,1290,FALSE,119,87,24,60,0,1,1,0.0792310449529044,0.443858868252479
4738,731,FALSE,63,54,75,17,0,0,0,0.0774871570371913,0.478342710353715
4739,343,FALSE,292,81,189,61,0,0,0,0.0910161889054751,0.544271839755767
4740,458,FALSE,985,107,7,160,0,0,3,0.0857610035137983,0.617815886771109
4741,1143,FALSE,28,63,163,75,0,0,0,0.0799070400496662,0.713269690976792
4742,249,FALSE,777,80,117,49,0,0,0,0.0825465245005115,0.670384857411538
4743,571,FALSE,158,82,134,195,0,0,1,0.0774150202055672,0.598188890490911
4744,1370,FALSE,688,47,132,81,0,0,1,0.0892225484062927,0.687762273490533
4745,629,FALSE,812,151,88,42,0,0,0,0.0740244317324261,0.466860655583453
4746,1171,FALSE,402,182,83,199,0,0,0,0.0940732796562552,0.401859462891234
4747,147,FALSE,583,71,131,190,0,0,0,0.078833617503493,0.560850520066402
4748,235,FALSE,25,196,158,100,0,0,0,0.0745548438969235,0.638444123428423
4749,1275,FALSE,210,17,47,180,0,0,0,0.0818861658173818,0.415516373168279
4750,1502,FALSE,861,144,172,161,0,0,0,0.080907414516655,0.543006928295518
4751,1833,FALSE,787,26,17,109,0,0,9,0.0848036827608235,0.543370821431804
4752,937,FALSE,475,60,87,92,0,0,0,0.0797776475623587,0.570641393992195
4753,1978,FALSE,83,34,25,127,0,0,0,0.0826372286016341,0.593567077280893
4754,1228,TRUE,310,100,54,104,7,22,89,0.0846255763134779,0.999817982212945
4755,1400,FALSE,852,96,135,156,0,0,0,0.0720772130130935,0.529332644767398
4756,1491,FALSE,851,96,135,156,0,0,0,0.0889864278368168,0.516643031331936
4757,283,FALSE,281,104,114,7,0,0,0,0.0870360889196701,0.436792479236172
4758,1031,FALSE,499,88,122,22,0,0,0,0.0764796582552082,0.617441531821515
4759,403,FALSE,208,76,98,5,0,0,0,0.098432184016053,0.641202217025834
4760,1476,FALSE,126,30,102,51,0,0,0,0.081218710728283,0.637638709886156
4761,633,FALSE,745,155,186,85,0,0,0,0.0838818444748071,0.663360785790393
4762,939,FALSE,218,128,95,105,0,0,0,0.0745548438969235,0.485458495056913
4763,837,FALSE,705,80,117,49,0,0,0,0.0677260917634345,0.421555627643179
4764,305,FALSE,761,102,156,8,0,0,0,0.0624232183791819,0.573303767848992
4765,11,FALSE,948,43,106,173,0,0,0,0.0855397620254176,0.704656607408481
4766,148,FALSE,528,154,69,11,0,0,0,0.0764811509180616,0.544652828110734
4767,200,FALSE,729,170,183,114,0,0,0,0.0870360889196701,0.568215946127564
4768,565,FALSE,677,84,81,155,0,0,0,0.0871468406710222,0.561657996571894
4769,1365,FALSE,747,95,169,33,0,0,0,0.0799790864006301,0.45241642170111
4770,1117,FALSE,428,139,3,83,0,0,0,0.0931037888945144,0.475083227978096
4771,513,FALSE,83,34,25,127,0,0,0,0.0701872043433794,0.373390041266544
4772,1723,FALSE,529,101,173,30,0,0,0,0.091961069648579,0.548842102735147
4773,1736,FALSE,696,4,154,129,0,0,0,0.0889864278368168,0.453208055417309
4774,1065,FALSE,140,59,31,130,0,0,0,0.122813475940975,0.581588388368194
4775,445,FALSE,55,78,110,122,0,0,0,0.0871199049055316,0.654929167835821
4776,439,FALSE,573,74,178,93,0,0,0,0.0825465245005115,0.571820714772181
4777,1179,FALSE,431,179,130,188,0,0,0,0.078833617503493,0.446906882522785
4778,1186,FALSE,983,34,25,127,0,0,0,0.0830367412636811,0.517101089129656
4779,1463,FALSE,20,181,164,102,0,0,0,0.0853436088126607,0.752594789291492
4780,176,FALSE,799,75,195,169,0,0,0,0.0767184332292256,0.353109931432382
4781,1387,FALSE,399,86,116,31,0,0,2,0.0809113708290593,0.687867165803507
4782,544,FALSE,6,163,58,149,0,0,2,0.0701884282005818,0.683870424957611
4783,897,FALSE,803,170,183,114,0,0,0,0.0978314611479547,0.486709092908417
4784,453,FALSE,591,36,171,2,0,0,0,0.103321099543397,0.57467877604459
4785,430,FALSE,261,102,156,8,0,0,0,0.0912337709669433,0.411822873542433
4786,773,TRUE,647,44,11,45,5,13,96,0.0797267496139331,0.99999916699773
4787,1145,TRUE,714,193,90,35,5,5,106,0.0805221784117377,0.999998314936886
4788,1422,FALSE,509,189,8,57,0,0,0,0.0831707975044816,0.526049168719828
4789,151,FALSE,137,131,48,73,0,0,0,0.0901614914249489,0.683751526952943
4790,259,FALSE,984,170,183,114,0,0,0,0.0746152698418388,0.720241845741993
4791,988,FALSE,273,164,165,12,0,0,0,0.08394246057689,0.466131073309636
4792,1998,FALSE,201,134,180,38,0,0,0,0.0882029847950071,0.541670421452902
4793,692,FALSE,327,83,59,140,0,0,1,0.0966015944740857,0.541738991843303
4794,25,FALSE,319,97,36,136,0,0,2,0.0693649276082684,0.567555937063343
4795,1350,FALSE,137,131,48,73,0,0,0,0.0805221784117377,0.471410609223731
4796,411,FALSE,401,165,144,186,0,0,1,0.0726442678490445,0.474560416262366
4797,1464,TRUE,358,44,11,45,6,6,96,0.0768275729872483,0.999998717822256
4798,76,FALSE,859,168,44,84,0,0,0,0.0871199049055316,0.543914945778985
4799,414,FALSE,390,34,25,127,0,0,0,0.0832749233613349,0.452547861420459
4800,1207,FALSE,21,176,121,80,0,0,0,0.0831707975044816,0.471448222902351
4801,840,FALSE,108,103,1,53,0,0,0,0.100927008300143,0.555651232241043
4802,1083,FALSE,128,6,64,138,0,0,0,0.0938724947466088,0.448988992094157
4803,612,FALSE,970,96,135,156,0,0,0,0.0799790864006301,0.754861191465369
4804,1723,FALSE,529,101,173,30,0,0,0,0.0915614273420841,0.67288186180717
4805,320,FALSE,151,43,106,173,0,0,0,0.0981820072195597,0.644808727642644
4806,1504,FALSE,950,53,89,56,0,0,0,0.0798084755565361,0.495307569957015
4807,1225,FALSE,422,20,166,52,0,0,0,0.0838654531405034,0.505056113062135
4808,1814,FALSE,823,80,117,49,0,0,0,0.0966015944740857,0.643408767590656
4809,1373,FALSE,147,91,86,120,0,0,0,0.0981820072195597,0.632684849322458
4810,763,FALSE,261,102,156,8,0,0,0,0.082418758283463,0.692139670337158
4811,1719,FALSE,676,11,149,44,0,0,1,0.0927109811407707,0.655979084835318
4812,781,FALSE,697,47,132,81,0,0,1,0.0882029847950071,0.472374847038675
4813,830,FALSE,353,67,143,99,0,0,0,0.0915614273420841,0.584771645184912
4814,1843,FALSE,985,107,7,160,0,0,3,0.0809405854175867,0.67800576196862
4815,1571,FALSE,13,65,77,183,0,0,0,0.0809785165152652,0.621652948351902
4816,1048,FALSE,729,170,183,114,0,0,0,0.0745548438969235,0.563628376710262
4817,1282,FALSE,535,179,130,188,0,0,0,0.108564508559782,0.451420157320959
4818,822,FALSE,192,8,196,117,0,0,0,0.075544822492641,0.508226065677523
4819,1383,FALSE,411,156,129,123,0,0,0,0.0755920840940604,0.620465553575989
4820,1486,FALSE,503,173,187,107,0,0,0,0.0698540544577156,0.606664480822725
4821,1553,TRUE,720,100,54,104,5,10,89,0.108564508559782,0.911253496907929
4822,344,FALSE,816,150,43,131,0,0,0,0.0734898402732895,0.55768977693032
4823,1015,FALSE,438,43,106,173,0,0,0,0.081218710728283,0.55388255095203
4824,1671,TRUE,571,10,68,39,8,17,76,0.091961069648579,0.999999761287836
4825,1414,FALSE,276,125,28,46,0,0,0,0.0932095615542382,0.577645409599229
4826,489,FALSE,372,183,46,47,0,0,0,0.0978314611479547,0.684105718738818
4827,258,FALSE,161,102,156,8,0,0,0,0.0876134018789789,0.593321130790208
4828,1974,FALSE,901,81,189,61,0,0,0,0.0734898402732895,0.543649440021558
4829,703,FALSE,824,64,72,139,0,0,0,0.08680182800863,0.548259339095753
4830,89,FALSE,798,93,194,168,0,0,0,0.0848036827608235,0.539302332886681
4831,496,FALSE,318,92,14,13,0,0,0,0.0749662701466106,0.268807072340836
4832,8,FALSE,317,88,122,22,0,0,0,0.0803312838477477,0.477036877861032
4833,1756,FALSE,403,125,28,46,0,0,0,0.0931037888945144,0.557750198647979
4834,893,FALSE,854,53,89,56,0,0,0,0.0786748065769999,0.533872184225473
4835,1735,FALSE,225,176,121,80,0,0,0,0.0842269252171405,0.50365851422467
4836,1113,FALSE,717,47,132,81,1,1,1,0.0981820072195597,0.470003637290622
4837,1881,FALSE,421,103,1,53,0,0,0,0.0778694720462024,0.562141354398473
4838,1532,TRUE,784,10,68,39,8,9,76,0.0848036827608235,0.999996646413077
4839,1947,FALSE,230,80,117,49,0,0,0,0.0876134018789789,0.527259291162994
4840,499,FALSE,753,140,193,154,0,0,0,0.0693649276082684,0.64667536541076
4841,672,FALSE,517,151,88,42,0,0,0,0.0931037888945144,0.692126661426256
4842,619,FALSE,534,75,195,169,0,0,0,0.0882029847950071,0.572344167670121
4843,892,FALSE,220,63,163,75,0,0,0,0.0879117231603782,0.677065068735306
4844,1628,FALSE,595,178,34,89,0,0,0,0.0822148334486994,0.521609476934513
4845,642,FALSE,93,158,20,150,0,0,0,0.0767184332292256,0.438738111016254
4846,113,FALSE,122,150,43,131,0,0,0,0.0933829229360678,0.58585568375929
4847,593,FALSE,643,23,96,200,0,0,0,0.0790328578012999,0.646335326156665
4848,1944,TRUE,453,100,54,104,8,16,89,0.0823786273618653,0.92667166094966
4849,734,FALSE,430,97,36,136,0,2,2,0.0780430011313393,0.702956458949525
4850,655,FALSE,666,76,98,5,0,0,0,0.0915614273420841,0.370559396290205
4851,824,FALSE,176,34,25,127,0,0,0,0.0921778532358897,0.520884839023703
4852,1573,FALSE,836,3,91,159,0,0,0,0.0809113708290593,0.620768739228314
4853,799,FALSE,183,59,31,130,0,0,0,0.0755920840940604,0.47476280585789
4854,885,FALSE,459,158,20,150,0,0,0,0.090849202456963,0.676893252380137
4855,1625,FALSE,574,123,97,90,1,1,1,0.0803312838477477,0.649692180257516
4856,702,FALSE,407,38,111,6,0,0,0,0.0966015944740857,0.518270808232853
4857,1154,FALSE,78,38,111,6,0,0,0,0.0993663816251029,0.703541311647912
4858,36,FALSE,79,180,29,137,0,0,0,0.0927109811407707,0.689413062548383
4859,732,FALSE,686,73,76,152,0,0,0,0.0830335729812126,0.472036685536753
4860,1746,FALSE,397,141,33,125,0,0,0,0.0720772130130935,0.483084879991794
4861,72,FALSE,174,197,136,97,1,2,2,0.0932421119526173,0.771594189467489
4862,1499,FALSE,633,191,85,25,0,0,0,0.078833617503493,0.611109165043349
4863,148,FALSE,528,154,69,11,0,0,0,0.0889396405116848,0.452005619097835
4864,1945,FALSE,265,41,151,177,0,1,2,0.0915614273420841,0.656570452689959
4865,858,FALSE,451,78,110,122,0,0,0,0.0990743318918274,0.582445155896133
4866,1766,FALSE,507,136,92,21,0,0,0,0.0927109811407707,0.707163406593684
4867,408,FALSE,35,109,73,36,0,0,0,0.0884669459363567,0.373598400041778
4868,530,FALSE,342,190,108,101,0,0,12,0.082479688168395,0.613759800239703
4869,1682,FALSE,659,71,131,190,0,0,0,0.093774098715575,0.607409180925985
4870,194,FALSE,817,198,103,79,0,0,0,0.0701884282005818,0.647077453539671
4871,336,TRUE,575,10,68,39,4,6,76,0.0971381730964246,0.999971114108988
4872,188,FALSE,98,113,146,174,0,0,0,0.0831707975044816,0.526643292670068
4873,784,FALSE,190,69,181,189,0,0,0,0.0902986466755425,0.40863219294002
4874,102,FALSE,238,65,77,183,0,0,0,0.0791949570289093,0.627176602902936
4875,760,FALSE,684,11,149,44,0,0,1,0.0882029847950071,0.705739422626938
4876,1348,FALSE,987,94,182,103,0,0,0,0.0741953998423013,0.686290482739796
4877,910,FALSE,450,95,169,33,0,0,0,0.0677260917634345,0.415078102260301
4878,1610,FALSE,872,102,156,8,0,0,0,0.0981820072195597,0.441456128533622
4879,145,FALSE,631,48,67,179,0,0,0,0.0807209627714674,0.58354483870271
4880,951,FALSE,949,83,59,140,0,0,1,0.0829941679403609,0.569381204660126
4881,1006,FALSE,653,167,175,72,0,0,0,0.0770472090501032,0.52322458174761
4882,845,FALSE,649,150,43,131,0,0,0,0.0792310449529044,0.490793941129031
4883,1967,FALSE,420,187,161,191,0,0,1,0.100812456037827,0.573932263757803
4884,1248,FALSE,321,90,4,158,0,0,0,0.0920072531624143,0.793656957014907
4885,1194,FALSE,525,96,135,156,0,0,0,0.0879117231603782,0.548295105276421
4886,1404,FALSE,256,148,192,196,0,0,0,0.0606581817872789,0.689928104430903
4887,1054,FALSE,567,40,199,41,0,0,0,0.0790328578012999,0.633372110074906
4888,65,FALSE,260,31,188,165,0,0,0,0.080907414516655,0.629002846604918
4889,371,FALSE,211,139,3,83,0,0,0,0.0990743318918274,0.612428101455709
4890,199,FALSE,475,60,87,92,0,0,0,0.0870234174840872,0.461154747934509
4891,193,FALSE,897,119,119,55,0,0,0,0.0587743311186124,0.620498076981241
4892,1697,FALSE,493,30,102,51,0,0,0,0.0822148334486994,0.502193099317579
4893,1184,FALSE,389,35,27,171,0,0,0,0.0822148334486994,0.56575051413476
4894,469,FALSE,497,101,173,30,0,0,0,0.0808407985864472,0.500533993845817
4895,193,FALSE,897,119,119,55,0,0,0,0.0809405854175867,0.498374009902489
4896,1566,FALSE,568,63,163,75,0,0,0,0.0966015944740857,0.545693102066507
4897,889,FALSE,363,74,178,93,0,0,0,0.0981820072195597,0.564999961836271
4898,292,FALSE,195,61,123,86,0,0,0,0.0764998315369362,0.623051769556317
4899,835,FALSE,954,99,5,43,0,0,0,0.0855397620254176,0.508696959925043
4900,616,FALSE,854,53,89,56,0,0,0,0.0803312838477477,0.508020809541125
4901,1927,FALSE,895,169,55,37,0,0,0,0.0875756238363734,0.539041358323948
4902,824,FALSE,176,34,25,127,0,0,0,0.0764811509180616,0.592516331825552
4903,143,FALSE,853,128,95,105,0,0,0,0.0778694720462024,0.522413093039687
4904,956,FALSE,362,178,34,89,0,0,0,0.0871199049055316,0.464280374872151
4905,581,FALSE,203,183,46,47,0,0,0,0.0829941679403609,0.62206163027263
4906,1846,TRUE,808,85,125,68,4,19,85,0.0956894153821032,0.999999301881861
4907,1236,FALSE,316,35,27,171,0,0,0,0.0876134018789789,0.560002279237692
4908,1672,FALSE,295,72,150,34,0,0,6,0.081752830095276,0.662832933959564
4909,1139,FALSE,365,105,32,20,0,0,0,0.0871468406710222,0.538156350560623
4910,402,FALSE,234,29,18,198,0,0,0,0.0926851203356423,0.461723616072967
4911,1238,FALSE,568,63,163,75,0,0,0,0.0889864278368168,0.434737219764924
4912,257,FALSE,656,73,76,152,0,0,0,0.0846255763134779,0.692213423597597
4913,412,FALSE,33,185,153,126,0,0,0,0.0797776475623587,0.62542624017331
4914,418,FALSE,211,139,3,83,0,0,0,0.0848870264568826,0.340689472984682
4915,657,TRUE,871,39,200,166,5,21,102,0.0990743318918274,0.99999857999049
4916,136,TRUE,616,199,6,163,7,16,108,0.0932776247071665,0.99999992813323
4917,1540,FALSE,743,54,75,17,0,0,0,0.0743761563583807,0.458786848169508
4918,1209,FALSE,977,192,162,193,0,0,0,0.081218710728283,0.510122545067349
4919,114,FALSE,945,186,16,70,0,0,0,0.080907414516655,0.649552271945349
4920,592,TRUE,293,100,54,104,6,13,89,0.0935946496638138,0.968538115458531
4921,274,FALSE,250,194,133,96,0,0,8,0.0770472090501032,0.71393571188548
4922,448,FALSE,634,54,75,17,0,0,0,0.0755399172935652,0.648502221658043
4923,1542,FALSE,763,139,3,83,0,0,0,0.082479688168395,0.681606685492096
4924,1434,FALSE,572,15,112,184,0,0,4,0.0840545208649328,0.590907516206491
4925,776,FALSE,609,141,33,125,0,0,0,0.0933829229360678,0.544533072077923
4926,1093,FALSE,460,114,140,19,0,0,0,0.0755399172935652,0.454368535338133
4927,1404,FALSE,256,148,192,196,0,0,0,0.103321099543397,0.53283753068191
4928,1118,FALSE,170,121,62,194,0,0,0,0.0700007699283336,0.392193071736518
4929,1515,FALSE,419,187,161,191,0,0,1,0.0770472090501032,0.677018496692803
4930,722,FALSE,113,197,136,97,0,0,2,0.0745548438969235,0.52793596355046
4931,1073,FALSE,967,23,96,200,0,0,0,0.0734898402732895,0.52050733649586
4932,379,FALSE,105,197,136,97,0,0,2,0.0799790864006301,0.616090413809505
4933,1158,FALSE,649,150,43,131,0,0,0,0.0917163054815246,0.571646625125431
4934,1866,TRUE,504,199,6,163,8,22,108,0.0799070400496662,0.999999978075218
4935,1554,FALSE,915,169,55,37,0,0,0,0.098432184016053,0.648555228353484
4936,1270,FALSE,337,91,86,120,0,0,0,0.0764998315369362,0.702974585551657
4937,1992,FALSE,572,15,112,184,0,0,4,0.0932421119526173,0.7036389447608
4938,873,FALSE,268,4,154,129,0,0,0,0.0800474784157392,0.558099863525751
4939,901,FALSE,156,65,77,183,0,0,0,0.0788324844656117,0.598141260601274
4940,794,FALSE,666,76,98,5,0,0,0,0.0745548438969235,0.588356039145767
4941,923,FALSE,88,28,137,111,0,3,3,0.0790553433331358,0.62408516120566
4942,456,FALSE,132,129,53,133,0,0,0,0.0726442678490445,0.548786002716583
4943,1745,FALSE,25,196,158,100,0,0,0,0.0855397620254176,0.730002566687152
4944,1392,FALSE,215,126,113,71,1,1,1,0.0716098194147146,0.518924948574028
4945,477,FALSE,359,22,94,115,0,0,0,0.0901614914249489,0.62697089537466
4946,745,FALSE,264,106,170,134,0,0,0,0.0755399172935652,0.743084486733444
4947,533,FALSE,486,7,167,18,0,0,0,0.0932095615542382,0.421871895254774
4948,698,FALSE,159,164,165,12,0,0,0,0.0713088027928041,0.651305065605686
4949,107,FALSE,202,19,118,40,0,0,0,0.0764998315369362,0.512643230682525
4950,1073,FALSE,967,23,96,200,0,0,0,0.0788324844656117,0.620430612863807
4951,1520,FALSE,581,2,142,147,0,0,2,0.0800474784157392,0.7520572575607
4952,1879,FALSE,577,133,80,88,0,0,0,0.0764811509180616,0.526425176218113
4953,1431,FALSE,473,83,59,140,0,0,1,0.0876134018789789,0.623415771061599
4954,617,FALSE,792,163,58,149,0,0,2,0.0870234174840872,0.528504027050929
4955,708,FALSE,762,167,175,72,0,0,0,0.0832749233613349,0.642199848411622
4956,638,FALSE,845,75,195,169,0,0,0,0.0912337709669433,0.381277727611688
4957,1505,TRUE,315,112,159,67,9,9,94,0.0869116672050937,0.947011706641828
4958,1465,FALSE,802,115,128,9,0,0,0,0.0809785165152652,0.662543224529671
4959,1105,FALSE,623,175,168,16,0,0,0,0.078833617503493,0.527822136544324
4960,1434,FALSE,572,15,112,184,0,0,4,0.0822148334486994,0.535423024336355
4961,1132,FALSE,414,168,44,84,0,0,0,0.0941214463746146,0.462015825432967
4962,1708,FALSE,265,41,151,177,0,1,2,0.0829941679403609,0.505177647191122
4963,1701,FALSE,187,146,184,64,0,0,0,0.0755920840940604,0.614352507742534
4964,885,FALSE,459,158,20,150,0,0,0,0.091497808246364,0.603894466018577
4965,1905,FALSE,327,83,59,140,0,0,1,0.082418758283463,0.643713644905716
4966,719,FALSE,851,96,135,156,0,0,0,0.122813475940975,0.437996708710834
4967,1792,FALSE,482,77,124,121,0,0,0,0.0981820072195597,0.605049437261753
4968,1078,FALSE,809,174,22,95,0,0,0,0.0684268131923095,0.593296694568449
4969,1990,FALSE,184,162,26,112,0,0,0,0.0780430011313393,0.608727811419337
4970,818,TRUE,406,44,11,45,10,10,96,0.0713088027928041,0.999999869082814
4971,470,FALSE,832,185,153,126,0,0,0,0.0797776475623587,0.51563296933024
4972,1561,FALSE,332,151,88,42,0,0,0,0.0784816344966753,0.484069571842065
4973,1537,TRUE,764,193,90,35,5,10,106,0.098432184016053,0.999999673148514
4974,1545,TRUE,263,199,6,163,5,5,108,0.0887056243976733,0.999997700320382
4975,108,FALSE,916,141,33,125,0,0,0,0.0693649276082684,0.553152207533359
4976,418,FALSE,211,139,3,83,0,0,0,0.0932095615542382,0.601895919970068
4977,1887,FALSE,44,154,69,11,0,0,0,0.0799070400496662,0.640463149782109
4978,551,TRUE,818,190,108,101,2,6,12,0.0767184332292256,0.848034455962441
4979,1291,FALSE,779,190,108,101,0,1,12,0.0933829229360678,0.655502115884854
4980,88,TRUE,489,39,200,166,5,40,102,0.0978314611479547,0.99999996927078
4981,13,FALSE,528,154,69,11,0,0,0,0.0770472090501032,0.446134443165832
4982,1602,FALSE,501,113,146,174,0,0,0,0.0799790864006301,0.499832795625409
4983,741,FALSE,591,36,171,2,0,0,0,0.0786748065769999,0.557297686203032
4984,1721,FALSE,142,74,178,93,0,0,0,0.074361140548443,0.330713195644489
4985,1545,TRUE,263,199,6,163,5,5,108,0.0726442678490445,0.999996844278474
4986,465,FALSE,837,129,53,133,0,0,0,0.0870360889196701,0.427852351828068
4987,346,FALSE,321,90,4,158,0,0,0,0.0830367412636811,0.640146764967021
4988,594,FALSE,954,99,5,43,0,0,0,0.0926851203356423,0.444490369388073
4989,1111,FALSE,138,49,38,176,0,0,0,0.081218710728283,0.378378190787066
4990,842,FALSE,515,24,109,172,0,0,0,0.0799070400496662,0.719561026285078
4991,83,FALSE,333,38,111,6,0,0,0,0.0809785165152652,0.565788472140958
4992,17,FALSE,903,6,64,138,0,0,0,0.0755920840940604,0.478667232371306
4993,1092,FALSE,698,65,77,183,0,0,0,0.0587743311186124,0.425701925274324
4994,1423,FALSE,622,149,71,108,0,1,4,0.0780430011313393,0.617535859689341
4995,283,FALSE,281,104,114,7,0,0,0,0.0869116672050937,0.451338661506388
4996,1671,TRUE,571,10,68,39,8,17,76,0.0830367412636811,0.999999491840038
4997,216,FALSE,397,141,33,125,0,0,0,0.0903652288313932,0.335173827765712
4998,99,FALSE,721,88,122,22,0,0,0,0.098432184016053,0.57744797325259
4999,1494,FALSE,534,75,195,169,0,0,0,0.0746152698418388,0.450583471799315
5000,229,FALSE,220,63,163,75,0,0,0,0.0857610035137983,0.437937273748012
5001,880,FALSE,238,65,77,183,0,0,0,0.0778694720462024,0.503370760692019
5002,152,FALSE,655,183,46,47,0,0,0,0.0808407985864472,0.750168804548864
5003,1708,FALSE,265,41,151,177,0,1,2,0.0702049894761971,0.692416216141171
5004,101,FALSE,485,130,104,113,0,0,0,0.0981820072195597,0.544488668037737
5005,168,FALSE,540,77,124,121,0,0,0,0.0809113708290593,0.41214714504385
5006,400,FALSE,400,12,141,144,0,0,0,0.0981820072195597,0.536623653287501
5007,902,FALSE,540,77,124,121,0,0,0,0.0829941679403609,0.614399924876252
5008,1713,FALSE,729,170,183,114,0,0,0,0.098432184016053,0.546499340480737
5009,1096,FALSE,456,67,143,99,0,0,0,0.0807209627714674,0.664458022107607
5010,1415,FALSE,272,40,199,41,0,0,0,0.0883301585578582,0.719773708473989
5011,48,FALSE,287,172,179,3,0,0,0,0.122813475940975,0.541007311726407
5012,1161,FALSE,93,158,20,150,0,0,0,0.100988669942421,0.585212854668006
5013,1014,FALSE,117,198,103,79,0,0,0,0.0901614914249489,0.616261235220657
5014,1117,FALSE,428,139,3,83,0,0,0,0.0846255763134779,0.453685632760428
5015,1066,FALSE,34,115,128,9,0,0,0,0.0846255763134779,0.388956706856566
5016,1786,FALSE,415,174,22,95,0,0,0,0.122813475940975,0.638447173142933
5017,1027,FALSE,879,84,81,155,0,0,0,0.0833090523796387,0.516301038530392
5018,353,FALSE,717,47,132,81,0,1,1,0.0698540544577156,0.490329080565652
5019,210,FALSE,454,160,191,59,0,0,0,0.080907414516655,0.564509898695092
5020,165,FALSE,150,47,132,81,0,0,1,0.0941214463746146,0.54962048588266
